source_build,target_build,opcode,direction,field_key,kind,n,min,max,mean,values
12,2528,0x0001,IN,/Block Initializing Vector (IV):Field,blob,2,4,4,4.000,-
12,2528,0x0001,IN,/Local Initializing Vector (IV):Field,blob,2,4,4,4.000,-
12,2528,0x0001,IN,/MapleStory# Version:Field,blob,2,4,4,4.000,-
12,2528,0x0001,IN,/Opcode:Int16,num,2,1,1,1.000,1:2
12,2528,0x0001,IN,/Packet Length:Field,blob,2,4,4,4.000,-
12,2528,0x0001,IN,/Patch Type:Byte,num,2,2,2,2.000,2:2
12,2528,0x0001,IN,/Raw Sequence:Int16,num,2,-3830,7317,1743.500,-3830:1|7317:1
12,2528,0x0001,IN,/Remote Initializing Vector (IV):Field,blob,2,4,4,4.000,-
12,2528,0x0001,OUT,/Locale?:Int16,num,2,0,0,0.000,0:2
12,2528,0x0001,OUT,/Unknown:Int16,num,2,79,79,79.000,79:2
12,2528,0x0001,OUT,/Version:Int32,num,2,2528,2528,2528.000,2528:2
12,2528,0x0004,OUT,/AccountId:Int64,num,2,2.600852081586108E+18,2.600852081586108E+18,2600852081586107904.000,2600852081586107936:2
12,2528,0x0004,OUT,/MachineId:Field,blob,2,16,16,16.000,-
12,2528,0x0004,OUT,/TokenA:Int32,num,2,203285811,287443752,245364781.500,203285811:1|287443752:1
12,2528,0x0004,OUT,/TokenB:Int32,num,2,213209298,219733722,216471510.000,213209298:1|219733722:1
12,2528,0x0005,IN,/Key:Int32,num,2,2395,120527,61461.000,120527:1|2395:1
12,2528,0x0005,IN,/Unknown:Int32,num,2,1,1,1.000,1:2
12,2528,0x0005,IN,/function:Byte,num,2,0,0,0.000,0:2
12,2528,0x0005,IN,SomeKey/SomeKey:Field,blob,2,36,36,36.000,-
12,2528,0x0005,IN,SomeKey/size:Int16,num,2,36,36,36.000,36:2
12,2528,0x0006,IN,/unknown:Int32,num,20,7,887,272.500,106:1|127:1|148:1|157:1|177:1|20:1|200:1|30:1|42:1|52:1|580:1|62:1|7:1|73:1|84:1|859:1|868:1|877:1|887:1|94:1
2486,2528,0x0006,IN,/ping:Int32,num,20,7,887,272.500,106:1|127:1|148:1|157:1|177:1|20:1|200:1|30:1|42:1|52:1|580:1|62:1|7:1|73:1|84:1|859:1|868:1|877:1|887:1|94:1
2486,2528,0x0006,OUT,/ping:Int32,num,20,1751,2485,2145.550,1751:1|1851:1|1890:1|1923:1|2019:1|2051:1|2057:1|2091:1|2127:1|2133:1|2161:1|2201:1|2204:1|2238:1|2278:1|2313:1|2340:1|2380:1|2418:1|2485:1
12,2528,0x000B,OUT,/Sequence:Int32,num,73,61,1502,1053.425,~other:9|1452:1|1453:1|1454:1|1455:1|1456:1|1457:1|1458:1|1459:1|1460:1|1461:1|1462:1|1463:1|1464:1|1465:1|1466:1|1467:1|1468:1|1469:1|1470:1|1471:1|1472:1|1473:1|1474:1|1475:1|1476:1|1477:1|1478:1|1479:1|1480:1|1481:1|1482:1|1483:1|1484:1|1485:1|1486:1|1487:1|1488:1|1489:1|1490:1|1491:1|1492:1|1493:1|61:1|62:1|63:1|64:1|65:1|66:1|67:1|68:1|69:1|70:1|71:1|72:1|73:1|74:1|75:1|76:1|77:1|78:1|79:1|80:1|81:1|82:1
12,2528,0x000C,OUT,/ClientTicks:Int32,num,2,137239,2380372,1258805.500,137239:1|2380372:1
12,2528,0x000C,OUT,/ServerTicks:Int32,num,2,447939197,502757243,475348220.000,447939197:1|502757243:1
12,2528,0x000D,IN,/message:Byte,num,2,0,0,0.000,0:2
12,2528,0x0011,IN,/ServerTick:Int32,num,75,447939192,502839266,485981172.187,~other:11|447939192:1|447940567:1|447944552:1|447945929:1|447947828:1|447949655:1|447951359:1|447953225:1|447955158:1|447956654:1|447958092:1|447959749:1|447961185:1|447962750:1|447964711:1|447966113:1|447967785:1|447969563:1|447971172:1|447972784:1|447974616:1|447976208:1|447977815:1|502757233:1|502758393:1|502760947:1|502762395:1|502763977:1|502765549:1|502767136:1|502768677:1|502770221:1|502771801:1|502773642:1|502774938:1|502776615:1|502778150:1|502779664:1|502781214:1|502782959:1|502784720:1|502786268:1|502787997:1|502789798:1|502791355:1|502792996:1|502794767:1|502796251:1|502798047:1|502799494:1|502801082:1|502802615:1|502804114:1|502805621:1|502807168:1|502809097:1|502810693:1|502812391:1|502813788:1|502815291:1|502816830:1|502818435:1|502819979:1|502821837:1
12,2528,0x0011,IN,/TimeOffset:Int32,num,75,-32400,-32400,-32400.000,-32400:75
12,2528,0x0011,IN,/Timestamp:Int64,num,77,1652758844,1652813766,1652796625.065,~other:11|1652758844:2|1652813684:2|1652758845:1|1652758849:1|1652758851:1|1652758853:1|1652758854:1|1652758856:1|1652758858:1|1652758860:1|1652758861:1|1652758863:1|1652758864:1|1652758866:1|1652758867:1|1652758869:1|1652758871:1|1652758872:1|1652758874:1|1652758876:1|1652758877:1|1652758879:1|1652758881:1|1652758882:1|1652813686:1|1652813688:1|1652813690:1|1652813691:1|1652813693:1|1652813694:1|1652813696:1|1652813697:1|1652813699:1|1652813701:1|1652813702:1|1652813704:1|1652813705:1|1652813707:1|1652813708:1|1652813710:1|1652813712:1|1652813713:1|1652813715:1|1652813717:1|1652813718:1|1652813720:1|1652813722:1|1652813723:1|1652813725:1|1652813727:1|1652813728:1|1652813730:1|1652813731:1|1652813733:1|1652813734:1|1652813736:1|1652813738:1|1652813740:1|1652813741:1|1652813742:1|1652813744:1|1652813746:1|1652813747:1|1652813749:1
12,2528,0x0011,IN,/Timezone:Byte,num,75,0,0,0.000,0:75
12,2528,0x0011,IN,/function:Byte,num,148,0,3,1.014,0:73|2:71|1:2|3:2
12,2528,0x0011,IN,/key:Int32,num,73,61,1502,1053.425,~other:9|1452:1|1453:1|1454:1|1455:1|1456:1|1457:1|1458:1|1459:1|1460:1|1461:1|1462:1|1463:1|1464:1|1465:1|1466:1|1467:1|1468:1|1469:1|1470:1|1471:1|1472:1|1473:1|1474:1|1475:1|1476:1|1477:1|1478:1|1479:1|1480:1|1481:1|1482:1|1483:1|1484:1|1485:1|1486:1|1487:1|1488:1|1489:1|1490:1|1491:1|1492:1|1493:1|61:1|62:1|63:1|64:1|65:1|66:1|67:1|68:1|69:1|70:1|71:1|72:1|73:1|74:1|75:1|76:1|77:1|78:1|79:1|80:1|81:1|82:1
12,2528,0x0012,OUT,/ClientTicks:Int32,num,931,141388,2461326,348423.620,~other:867|141388:1|142258:1|143279:1|143287:1|143296:1|143305:1|143314:1|143323:1|143331:1|143341:1|143350:1|143359:1|143367:1|143376:1|143385:1|143395:1|143404:1|143413:1|143422:1|143431:1|143439:1|143449:1|143458:1|143468:1|143476:1|143486:1|143495:1|143504:1|143513:1|143521:1|143531:1|143539:1|143549:1|143558:1|143566:1|143575:1|143584:1|143593:1|143601:1|143611:1|143620:1|143628:1|143637:1|143647:1|143656:1|143665:1|143674:1|143683:1|143692:1|143701:1|143709:1|143720:1|143728:1|143736:1|143746:1|143755:1|143764:1|143773:1|143782:1|143791:1|143799:1|143810:1|143819:1|143829:1
12,2528,0x0012,OUT,/Function:Byte,num,931,0,0,0.000,0:931
12,2528,0x0012,OUT,/ServerTick:Int32,num,931,447943503,502838787,452781896.459,~other:867|447943503:1|447944855:1|447945940:1|447945948:1|447945957:1|447945966:1|447945975:1|447945984:1|447945992:1|447946002:1|447946011:1|447946020:1|447946028:1|447946037:1|447946046:1|447946056:1|447946065:1|447946074:1|447946083:1|447946092:1|447946100:1|447946110:1|447946119:1|447946129:1|447946137:1|447946147:1|447946156:1|447946165:1|447946174:1|447946182:1|447946192:1|447946200:1|447946210:1|447946219:1|447946227:1|447946236:1|447946245:1|447946254:1|447946262:1|447946272:1|447946281:1|447946289:1|447946298:1|447946308:1|447946317:1|447946326:1|447946335:1|447946344:1|447946353:1|447946362:1|447946370:1|447946381:1|447946389:1|447946397:1|447946407:1|447946416:1|447946425:1|447946434:1|447946443:1|447946452:1|447946460:1|447946471:1|447946480:1|447946490:1
12,2528,0x0012,OUT,/segments:Byte,num,931,1,2,1.003,1:928|2:3
12,2528,0x0012,OUT,Segment #/ClientTicks:Int32,num,4,447943370,447945940,447944892.000,447943370:1|447944626:1|447945632:1|447945940:1
12,2528,0x0012,OUT,Segment #/StateSync/Animation#:Byte,num,931,2,90,29.884,2:636|90:295
12,2528,0x0012,OUT,Segment #/StateSync/AnimationString?/AnimationString?:Field,blob,1,0,0,0.000,-
12,2528,0x0012,OUT,Segment #/StateSync/AnimationString?/size:Int16,num,9,0,6835,6075.556,6835:8|0:1
12,2528,0x0012,OUT,Segment #/StateSync/CoordS / #:Int16,num,931,-32768,32672,6280.203,~other:574|0:217|1:78|7406:1|7415:1|7424:1|7432:1|7442:1|7451:1|7460:1|7477:1|7486:1|7514:1|7523:1|7532:1|7540:1|7550:1|7559:1|7569:1|7577:1|7587:1|7596:1|7605:1|7614:1|7622:1|7632:1|7640:1|7650:1|7659:1|7667:1|7676:1|7685:1|7694:1|7702:1|7712:1|7721:1|7729:1|7738:1|7748:1|7757:1|7766:1|7775:1|7784:1|7793:1|7802:1|7810:1|7821:1|7829:1|7837:1|7847:1|7856:1|7865:1|7874:1|7883:1|7892:1|7900:1|7910:1|7920:1|7930:1|7937:1|7947:1|7956:1|7963:1|7973:1|7982:1
12,2528,0x0012,OUT,Segment #/StateSync/Flag:Byte,num,931,0,254,228.580,229:491|246:199|215:125|212:82|249:7|0:4|236:3|239:3|243:3|231:2|234:2|241:2|217:1|219:1|222:1|224:1|227:1|232:1|252:1|254:1
12,2528,0x0012,OUT,Segment #/StateSync/PositionCoordS/X:Int16,num,931,-32257,32511,5335.205,3590:578|~other:222|2310:27|3592:7|0:4|3591:4|7167:4|-2305:3|-31233:3|-4097:2|-4865:2|-513:2|-6657:2|10751:2|12543:2|1279:2|15103:2|16895:2|19455:2|2047:2|2051:2|2054:2|21247:2|23807:2|25599:2|28159:2|29951:2|3593:2|3594:2|3839:2|6399:2|8191:2|-1281:1|-30721:1|-3073:1|-5633:1|-7425:1|-8193:1|11775:1|13567:1|14335:1|1542:1|1543:1|1544:1|16127:1|17919:1|18687:1|20479:1|2052:1|22271:1|23039:1|24831:1|26623:1|27391:1|29183:1|3071:1|30975:1|31743:1|4863:1|511:1|5631:1|7423:1|767:1|9215:1|9983:1
12,2528,0x0012,OUT,Segment #/StateSync/PositionCoordS/Y:Int16,num,931,-26625,6912,-3169.339,90:636|-26625:82|-4348:76|-4347:75|-4346:39|-4349:14|6912:9
12,2528,0x0012,OUT,Segment #/StateSync/PositionCoordS/Z:Int16,num,931,-31744,32260,-2726.213,45:636|2:194|-31744:82|2052:5|-13822:1|-16382:1|-18430:1|-19454:1|-22524:1|-508:1|-8700:1|25090:1|25602:1|2562:1|29186:1|32260:1|3586:1|7170:1
12,2528,0x0012,OUT,Segment #/StateSync/Rotation# CoordS / #:Int16,num,931,-23037,32767,1491.313,4:341|6:153|2048:98|-15908:97|2304:93|32767:45|12803:20|12547:16|13059:12|12291:11|11267:6|13315:5|1792:4|2312:4|11779:2|12035:2|2049:2|2056:2|2314:2|2560:2|-21753:1|-23037:1|-3577:1|-5885:1|11523:1|11527:1|16387:1|2051:1|2055:1|2058:1|2305:1|26115:1|27395:1|27651:1
12,2528,0x0012,OUT,Segment #/StateSync/Rotation:Int16,num,931,-40,2572,431.446,-40:636|1024:194|2307:82|2311:3|2567:3|1025:2|2053:2|2568:2|1026:1|1542:1|1544:1|1545:1|2560:1|2571:1|2572:1
12,2528,0x0012,OUT,Segment #/StateSync/SpeedCoordS/X:Int16,num,931,449,11520,4880.209,1799:591|11520:295|1790:24|2249:10|1630:4|449:4|2700:3
12,2528,0x0012,OUT,Segment #/StateSync/SpeedCoordS/Y:Int16,num,931,-10240,307,-3230.977,8:308|9:298|-10240:295|306:8|305:6|304:5|307:3|7:3|106:1|107:1|298:1|300:1|63:1
12,2528,0x0012,OUT,Segment #/StateSync/SpeedCoordS/Z:Int16,num,931,-14832,767,-744.927,0:494|767:295|-256:45|-10224:4|-10992:4|-11760:4|-12528:4|-13808:4|-14576:4|-4080:4|-4848:4|-5616:4|-6640:4|-7664:4|-8432:4|-9200:4|-10480:3|-11248:3|-12016:3|-12784:3|-13296:3|-14064:3|-4592:3|-5360:3|-6128:3|-6896:3|-7408:3|-8176:3|-8944:3|-9712:3|-14832:2|-3824:1
12,2528,0x0012,OUT,Segment #/StateSync/Unknown:Byte,num,931,0,255,48.228,0:220|177:97|9:93|8:90|132:82|7:82|255:45|1:44|10:43|2:43|3:43|11:37|201:6|140:3|193:3
12,2528,0x0012,OUT,Segment #/StateSync/Unknown:Int16,num,636,-29692,29698,-289.607,-510:391|-508:156|-509:56|24066:5|-16382:4|-14334:1|-14846:1|-16380:1|-18942:1|-25084:1|-29180:1|-29692:1|-7164:1|-7676:1|14340:1|14852:1|15876:1|18436:1|2:1|24578:1|27650:1|27652:1|28674:1|29698:1|3074:1|5634:1|5636:1|7682:1|7684:1
