source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling,over_sigs
12,2546,0x0001,IN,233,233,233,0,233,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:233,reservoir;n=1500;seed=1,-
12,2546,0x0001,OUT,233,233,233,0,233,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:233,reservoir;n=1500;seed=1,-
12,2546,0x0003,OUT,1,1,1,0,0,1,0,0,0,0,100,100,3d3c87d1fc67,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2546,0x0004,IN,230,230,230,0,230,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:230,reservoir;n=1500;seed=1,-
12,2546,0x0004,OUT,232,232,232,0,232,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:232,reservoir;n=1500;seed=1,-
12,2546,0x0005,IN,664,664,664,0,664,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:664,reservoir;n=1500;seed=1,-
12,2546,0x0006,IN,5542,1500,1500,0,1500,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1,-
2486,2546,0x0006,IN,5542,1500,1500,0,1500,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:1500,reservoir;n=1500;seed=1,-
2486,2546,0x0006,OUT,1250,1250,1250,0,1250,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:1250,reservoir;n=1500;seed=1,-
12,2546,0x0009,IN,3,3,3,0,3,0,0,0,0,0,100,100,fb4c28958104,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2546,0x0009,OUT,1,1,1,0,1,0,0,0,0,0,100,100,e447374332aa,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
2525,2546,0x0009,OUT,1,1,1,0,1,0,0,0,0,0,100,100,e447374332aa,e531069fb1f2,100:1,reservoir;n=1500;seed=1,-
12,2546,0x000A,IN,1,1,1,0,1,0,0,0,0,0,100,100,24c7753b8f3d,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2546,0x000B,IN,2,2,2,0,0,0,2,0,0,0,2,2,c790c8470c75,d7b7fc65329f,2:2,reservoir;n=1500;seed=1,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Server Name:Field]:2
2507,2546,0x000B,IN,2,2,2,0,0,2,0,0,0,0,76,76,68680f9e6dd6,e531069fb1f2,76:2,reservoir;n=1500;seed=1,-
12,2546,0x000B,OUT,6825,1500,1500,0,1500,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1,-
12,2546,0x000C,IN,19,19,19,0,6,0,13,0,0,0,100,100,f0091abaa206,d7b7fc65329f,100:19,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:13
2507,2546,0x000C,IN,19,19,19,0,8,0,11,0,0,2,100,100,d9c10b8487c2,e531069fb1f2,17:2|100:17,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:7|NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:2
2525,2546,0x000C,IN,19,19,19,0,8,0,11,0,0,2,100,100,d9c10b8487c2,e531069fb1f2,17:2|100:17,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:7|NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:2
12,2546,0x000C,OUT,238,238,238,0,238,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:238,reservoir;n=1500;seed=1,-
12,2546,0x000D,IN,232,232,232,0,232,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:232,reservoir;n=1500;seed=1,-
-,2546,0x000D,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x000E,IN,1,1,1,0,1,0,0,0,0,0,100,100,aa3b7054d65f,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
-,2546,0x000E,OUT,229,229,0,229,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2546,0x000F,OUT,246,246,0,246,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x0010,IN,199,199,199,0,199,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:199,reservoir;n=1500;seed=1,-
-,2546,0x0010,OUT,244,244,0,244,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x0011,IN,52950,1500,1500,0,766,734,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:734|100:766,reservoir;n=1500;seed=1,-
-,2546,0x0011,OUT,45,45,0,45,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x0012,OUT,89256,1500,1500,0,0,1,1499,0,0,225,95,100,00eac5549f4f,d7b7fc65329f,45:1|54:2|57:1|59:1|62:1|65:1|69:1|71:4|74:4|76:7|78:1|80:8|85:80|87:2|88:6|92:13|95:782|96:55|100:530,reservoir;n=1500;seed=1,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:385|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:345|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:231|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:154|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:130|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:129|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:71|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:23|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:22|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:7|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:2
12,2546,0x0013,IN,271,271,271,0,271,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:271,reservoir;n=1500;seed=1,-
12,2546,0x0013,OUT,2,2,2,0,2,0,0,0,0,0,100,100,54d6960e211f,d7b7fc65329f,100:2,reservoir;n=1500;seed=1,-
12,2546,0x0014,IN,680,680,680,0,680,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:680,reservoir;n=1500;seed=1,-
-,2546,0x0014,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x0015,IN,230,230,230,0,0,0,230,0,0,7,100,100,3bbd77e4fb7a,d7b7fc65329f,47:6|62:1|68:1|99:30|100:192,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:222|NegativeLength: ReadBytes: negative length -# at offset #/# @  [String:Field]:7|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [String:Field]:1
2507,2546,0x0015,IN,230,230,230,0,230,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:230,reservoir;n=1500;seed=1,-
12,2546,0x0016,IN,314,314,314,0,314,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:314,reservoir;n=1500;seed=1,-
2546,2546,0x0016,IN,314,314,314,0,314,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:314,reservoir;n=1500;seed=1,-
2549,2546,0x0016,IN,314,314,314,0,314,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:314,reservoir;n=1500;seed=1,-
2550,2546,0x0016,IN,314,314,314,0,314,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:314,reservoir;n=1500;seed=1,-
-,2546,0x0016,OUT,26,26,0,26,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2546,0x0017,IN,588,588,588,0,0,0,588,0,0,20,100,100,773c805d2d0c,d7b7fc65329f,23:3|24:8|26:1|30:2|31:4|37:1|38:1|39:2|40:3|41:7|43:1|46:4|50:1|51:5|57:3|58:1|61:1|63:1|69:1|72:1|73:1|75:1|84:1|86:2|87:1|88:1|89:1|97:4|99:1|100:524,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:513|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:22|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UGC Url:Field]:11|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:10|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:#:Int32]:6|NegativeLength: ReadBytes: negative length -# at offset #/# @  [CharacterName:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player_#C#:Int64]:4|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Buffer:Field]:4|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Profile Url:Field]:3|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Buffer:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [CharacterName:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Skills [Level:Int32]:1
2500,2546,0x0017,IN,588,588,588,0,0,588,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:588,reservoir;n=1500;seed=1,-
