source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling,over_sigs
12,2495,0x0001,IN,9,9,9,0,9,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
12,2495,0x0001,OUT,9,9,9,0,9,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
12,2495,0x0004,IN,9,9,9,0,9,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
12,2495,0x0004,OUT,9,9,9,0,9,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
12,2495,0x0005,IN,13,13,13,0,13,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:13,reservoir;n=1500;seed=1,-
12,2495,0x0006,IN,133,133,133,0,133,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:133,reservoir;n=1500;seed=1,-
2486,2495,0x0006,IN,133,133,133,0,133,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:133,reservoir;n=1500;seed=1,-
2486,2495,0x0006,OUT,133,133,133,0,133,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:133,reservoir;n=1500;seed=1,-
12,2495,0x000B,OUT,574,574,574,0,574,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:574,reservoir;n=1500;seed=1,-
12,2495,0x000C,OUT,9,9,9,0,9,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
12,2495,0x000D,IN,9,9,9,0,9,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:9,reservoir;n=1500;seed=1,-
-,2495,0x000E,OUT,9,9,0,9,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2495,0x000F,OUT,10,10,0,10,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2495,0x0010,IN,1,1,1,0,1,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
-,2495,0x0010,OUT,10,10,0,10,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2495,0x0011,IN,1157,1157,1157,0,590,567,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:567|100:590,reservoir;n=1500;seed=1,-
-,2495,0x0011,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2495,0x0012,OUT,8316,1500,1500,0,1,1,1498,0,0,217,95,100,00eac5549f4f,d7b7fc65329f,62:2|65:2|69:9|74:2|76:39|80:10|85:63|88:26|92:29|94:1|95:795|96:1|97:1|98:1|100:519,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:342|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:330|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:262|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:151|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:140|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:84|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:80|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:66|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:21|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:19|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ClientTicks:Int32]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CoordS / #:Int16]:1|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:1
