source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling
12,2465,0x0001,IN,1,1,1,0,1,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
12,2465,0x0001,OUT,1,1,1,0,1,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
12,2465,0x0004,IN,1,1,1,0,1,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
12,2465,0x0004,OUT,1,1,1,0,1,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
12,2465,0x0005,IN,3,3,3,0,3,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2465,0x0006,IN,55,55,55,0,55,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:55,reservoir;n=1500;seed=1
2486,2465,0x0006,IN,55,55,55,0,55,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:55,reservoir;n=1500;seed=1
2486,2465,0x0006,OUT,55,55,55,0,55,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:55,reservoir;n=1500;seed=1
12,2465,0x000B,OUT,218,218,218,0,218,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:218,reservoir;n=1500;seed=1
12,2465,0x000C,OUT,1,1,1,0,1,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
12,2465,0x000D,IN,1,1,1,0,1,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
-,2465,0x000E,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
-,2465,0x000F,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
-,2465,0x0010,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2465,0x0011,IN,437,437,437,0,220,217,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:217|100:220,reservoir;n=1500;seed=1
-,2465,0x0011,OUT,14,14,0,14,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2465,0x0012,OUT,1208,1208,1208,0,1208,0,0,0,0,0,100,100,00eac5549f4f,d7b7fc65329f,100:1208,reservoir;n=1500;seed=1
12,2465,0x0013,IN,1,1,1,0,1,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:1,reservoir;n=1500;seed=1
