source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling,over_sigs
12,2492,0x0001,IN,5,5,5,0,3,2,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,66:2|100:3,reservoir;n=1500;seed=1,-
12,2492,0x0001,OUT,5,5,5,0,5,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
12,2492,0x0004,IN,5,5,5,0,5,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
12,2492,0x0004,OUT,5,5,5,0,5,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
12,2492,0x0005,IN,8,8,8,0,8,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:8,reservoir;n=1500;seed=1,-
12,2492,0x0006,IN,65,65,65,0,65,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:65,reservoir;n=1500;seed=1,-
2486,2492,0x0006,IN,65,65,65,0,65,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:65,reservoir;n=1500;seed=1,-
2486,2492,0x0006,OUT,65,65,65,0,65,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:65,reservoir;n=1500;seed=1,-
12,2492,0x000B,OUT,336,336,336,0,336,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:336,reservoir;n=1500;seed=1,-
12,2492,0x000C,OUT,5,5,5,0,5,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
12,2492,0x000D,IN,5,5,5,0,5,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
-,2492,0x000D,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2492,0x000E,OUT,5,5,0,5,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2492,0x000F,OUT,7,7,0,7,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2492,0x0010,OUT,7,7,0,7,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2492,0x0011,IN,677,677,677,0,346,331,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:331|100:346,reservoir;n=1500;seed=1,-
-,2492,0x0011,OUT,9,9,0,9,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2492,0x0012,OUT,6925,1500,1500,0,0,0,1500,0,0,0,100,100,00eac5549f4f,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:1492|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:3|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CoordS / #:Int16]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ClientTicks:Int32]:1
12,2492,0x0013,IN,5,5,5,0,5,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:5,reservoir;n=1500;seed=1,-
12,2492,0x0014,IN,7,7,7,0,7,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:7,reservoir;n=1500;seed=1,-
12,2492,0x0015,IN,5,5,5,0,0,0,5,0,0,0,100,100,3bbd77e4fb7a,d7b7fc65329f,99:2|100:3,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:5
2507,2492,0x0015,IN,5,5,5,0,5,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:5,reservoir;n=1500;seed=1,-
12,2492,0x0016,IN,7,7,7,0,7,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:7,reservoir;n=1500;seed=1,-
2546,2492,0x0016,IN,7,7,7,0,7,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:7,reservoir;n=1500;seed=1,-
2549,2492,0x0016,IN,7,7,7,0,7,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:7,reservoir;n=1500;seed=1,-
2550,2492,0x0016,IN,7,7,7,0,7,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:7,reservoir;n=1500;seed=1,-
12,2492,0x0017,IN,19,19,19,0,0,0,19,0,0,4,100,100,773c805d2d0c,d7b7fc65329f,16:2|18:1|26:2|35:1|48:2|100:11,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:11|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [ItemName:Field]:2|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:1
2500,2492,0x0017,IN,19,19,19,0,0,19,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:19,reservoir;n=1500;seed=1,-
2503,2492,0x0017,IN,19,19,19,0,0,19,0,0,0,0,22,42,e6752d96b9a6,e531069fb1f2,8:6|9:1|10:2|22:3|31:1|42:5|45:1,reservoir;n=1500;seed=1,-
2528,2492,0x0017,IN,19,19,19,0,0,0,19,0,0,4,100,100,a3115547491e,c7184ede6835,16:2|18:1|26:2|35:1|48:2|100:11,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:11|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [ItemName:Field]:2|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:1
2550,2492,0x0017,IN,19,19,19,0,0,0,19,0,0,4,100,100,a3115547491e,750b3e3c91cc,16:2|18:1|26:2|35:1|48:2|100:11,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:11|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [ItemName:Field]:2|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:1
12,2492,0x0018,IN,10,10,10,0,10,0,0,0,0,0,100,100,1026c3540aad,d7b7fc65329f,100:10,reservoir;n=1500;seed=1,-
12,2492,0x0019,IN,10,10,10,0,10,0,0,0,0,0,100,100,81ad6936565e,d7b7fc65329f,100:10,reservoir;n=1500;seed=1,-
2500,2492,0x0019,IN,10,10,10,0,10,0,0,0,0,0,100,100,2eb6d169688e,e531069fb1f2,100:10,reservoir;n=1500;seed=1,-
