source_build,target_build,opcode,direction,seen,n,ok_exact,under_read,over_read,threw,consumed_p50,consumed_p90,home_n,home_over_read,home_p50,over_sigs,home_over_sigs,ks_vs_home,script_sha,env_sha,quality,state,reason,invariants,rule_version,sampling
12,2486,0x00BB,IN,8,8,0,8,0,0,0,0,685,0,100,-,-,1.000,90a3daaad7b1,d7b7fc65329f,STUB,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00BD,IN,31,31,0,0,31,0,20,20,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [PartyId:Int64]:31,-,-,a740f9318bf5,d7b7fc65329f,STUB,reject,over_read=31; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00C3,IN,30,30,0,30,0,0,2,2,81,0,100,-,-,1.000,46a70ad56f1f,d7b7fc65329f,STUB,insufficient,n=30 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00C5,IN,838,838,0,2,836,0,40,40,447,0,100,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [soundname:Field]:582|NegativeLength: ReadBytes: negative length -# at offset #/# @  [soundname:Field]:253|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:1,-,1.000,9dfd954e3fcf,d7b7fc65329f,STUB,reject,over_read=836; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00C7,IN,2,2,0,2,0,0,0,56,763,0,100,-,-,0.999,23758ab783f3,d7b7fc65329f,STUB,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00CA,IN,41,41,0,41,0,0,20,20,3,3,88,-,NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:3,1.000,8f7bbf4e1c09,d7b7fc65329f,STUB,reject,home decoder over-reads (3/3),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00CB,IN,7168,1500,0,1500,0,0,4,4,-,-,-,-,-,-,8c1de6ef5e54,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00CC,IN,137,137,0,106,31,0,8,50,1305,37,100,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Field]:31,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:37,1.000,18991db1ec98,d7b7fc65329f,STUB,reject,over_read=31; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00CD,IN,28,28,0,0,28,0,100,100,93,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [a:Int32]:28,-,0.000,51fd32cf360c,d7b7fc65329f,USEFUL,reject,over_read=28; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00CF,IN,1,1,0,0,1,0,100,100,12,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [MasteryType:Byte]:1,-,0.000,5821b6cde7e3,d7b7fc65329f,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00EB,IN,67,67,0,34,33,0,69,100,37,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [FocusObjectId:Int32]:33,-,0.507,28cfa5d72ac1,d7b7fc65329f,PARTIAL,reject,over_read=33; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00F0,IN,2,2,0,2,0,0,12,12,681,0,100,-,-,1.000,6a7180fa1f3c,d7b7fc65329f,STUB,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00F3,IN,41,41,0,41,0,0,50,50,1021,446,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:446,1.000,920ada86cc84,d7b7fc65329f,PARTIAL,reject,home decoder over-reads (446/1021),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00F4,IN,77,77,0,77,0,0,24,24,238,0,100,-,-,1.000,d2472cd369a3,d7b7fc65329f,STUB,insufficient,n=77 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x00F6,IN,96,96,0,96,0,0,0,0,872,0,100,-,-,1.000,32a1dff1fed8,d7b7fc65329f,STUB,insufficient,n=96 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2520,2486,0x00F6,IN,96,96,96,0,0,0,100,100,17,0,100,-,-,0.000,caaf62606961,e531069fb1f2,USEFUL,insufficient,n=96 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x0109,IN,23,23,0,6,17,0,91,98,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ColorIndex:Int32]:11|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:6,-,-,b47c6169ae55,d7b7fc65329f,USEFUL,reject,over_read=17; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x010A,IN,66,66,0,66,0,0,6,20,-,-,-,-,-,-,e695255df940,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2486,0x010C,IN,3,3,2,1,0,0,100,100,9,0,5,-,-,0.444,560d0bd64430,e531069fb1f2,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x010E,IN,7,7,0,0,7,0,100,100,66,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [SavingTabId:Int64]:7,-,0.000,e8ee7576fc06,d7b7fc65329f,USEFUL,reject,over_read=7; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x011B,IN,41,41,0,41,0,0,2,20,1500,0,100,-,-,1.000,84e8c9a1f3c0,d7b7fc65329f,STUB,insufficient,n=41 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x0125,IN,31,31,0,0,31,0,100,100,479,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [function:Byte]:31,-,0.000,b02b47f4a629,d7b7fc65329f,USEFUL,reject,over_read=31; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2486,0x0128,IN,117,117,35,82,0,0,14,100,718,0,100,-,-,0.701,4116b15730d7,d7b7fc65329f,STUB,insufficient,n=117 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0001,IN,8,8,5,3,0,0,100,100,746,0,100,-,-,0.343,7f8c78029510,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0001,OUT,8,8,8,0,0,0,100,100,746,0,100,-,-,0.000,c024851cf5a7,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0004,IN,8,8,8,0,0,0,100,100,711,0,100,-,-,0.000,8ceb5dea67ee,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0004,OUT,8,8,8,0,0,0,100,100,720,0,100,-,-,0.000,6f95cf27934c,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0005,IN,18,18,18,0,0,0,100,100,1500,0,100,-,-,0.000,904ae535cf82,d7b7fc65329f,USEFUL,insufficient,n=18 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0006,IN,84,84,84,0,0,0,100,100,1500,0,100,-,-,0.000,1259343bcd4e,d7b7fc65329f,USEFUL,insufficient,n=84 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2489,0x0006,IN,84,84,84,0,0,0,100,100,1131,0,100,-,-,0.000,2f67488080ad,e531069fb1f2,USEFUL,insufficient,n=84 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2489,0x0006,OUT,84,84,84,0,0,0,100,100,1130,0,100,-,-,0.000,2f67488080ad,e531069fb1f2,USEFUL,insufficient,n=84 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x000B,OUT,447,447,447,0,0,0,100,100,1500,0,100,-,-,0.000,0bfa8a381791,d7b7fc65329f,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x000C,OUT,9,9,9,0,0,0,100,100,814,0,100,-,-,0.000,03af1cb1cb9c,d7b7fc65329f,USEFUL,insufficient,n=9 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x000D,IN,8,8,8,0,0,0,100,100,720,0,100,-,-,0.000,b3dc9594248c,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x000F,IN,7,7,7,0,0,0,100,100,5,0,100,-,-,0.000,2c8cf09360b3,d7b7fc65329f,USEFUL,insufficient,n=7 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0011,IN,903,903,463,440,0,0,100,100,1500,0,100,-,-,0.006,ea7aa50be9ac,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0012,OUT,6614,1500,0,0,1500,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:1497|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CoordS / #:Int16]:1,-,0.000,00eac5549f4f,d7b7fc65329f,USEFUL,reject,over_read=1500; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0013,IN,9,9,9,0,0,0,100,100,812,0,100,-,-,0.000,ec8c9b43cd49,d7b7fc65329f,USEFUL,insufficient,n=9 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0014,IN,12,12,12,0,0,0,100,100,1500,0,100,-,-,0.000,707e661c62cd,d7b7fc65329f,USEFUL,insufficient,n=12 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0015,IN,8,8,0,0,8,0,100,100,699,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:8,-,0.000,3bbd77e4fb7a,d7b7fc65329f,USEFUL,reject,over_read=8; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2489,0x0015,IN,8,8,8,0,0,0,100,100,64,0,100,-,-,0.000,afce9e0e791b,e531069fb1f2,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0016,IN,8,8,8,0,0,0,100,100,1185,0,100,-,-,0.000,bd0753bb66c6,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2546,2489,0x0016,IN,8,8,8,0,0,0,100,100,314,0,100,-,-,0.000,bd0753bb66c6,750b3e3c91cc,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2549,2489,0x0016,IN,8,8,8,0,0,0,100,100,17,0,100,-,-,0.000,bd0753bb66c6,750b3e3c91cc,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2489,0x0016,IN,8,8,8,0,0,0,100,100,4,0,100,-,-,0.000,bd0753bb66c6,750b3e3c91cc,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0017,IN,10,10,0,0,10,0,100,100,1230,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:7|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:1,-,0.300,773c805d2d0c,d7b7fc65329f,USEFUL,reject,over_read=10; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2500,2489,0x0017,IN,10,10,0,10,0,0,0,0,1,0,0,-,-,0.000,5f2e5359199a,e531069fb1f2,STUB,insufficient,n=10 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2503,2489,0x0017,IN,10,10,0,10,0,0,41,48,36,0,16,-,-,0.472,e6752d96b9a6,e531069fb1f2,STUB,insufficient,n=10 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2528,2489,0x0017,IN,10,10,0,0,10,0,100,100,2,2,11,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:7|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:1,NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:2,1.000,a3115547491e,c7184ede6835,USEFUL,reject,over_read=10; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2489,0x0017,IN,10,10,0,0,10,0,100,100,4,4,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:7|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:4,0.300,a3115547491e,750b3e3c91cc,USEFUL,reject,over_read=10; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0019,IN,16,16,16,0,0,0,100,100,1414,0,100,-,-,0.000,81ad6936565e,d7b7fc65329f,USEFUL,insufficient,n=16 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2500,2489,0x0019,IN,16,16,16,0,0,0,100,100,2,0,100,-,-,0.000,2eb6d169688e,e531069fb1f2,USEFUL,insufficient,n=16 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x001A,IN,16,16,8,0,8,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [arg:Int32]:8,-,0.015,30430a5d3899,d7b7fc65329f,USEFUL,reject,over_read=8; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x001C,IN,10,10,10,0,0,0,100,100,1500,0,100,-,-,0.000,0357b5c4fd5f,d7b7fc65329f,USEFUL,insufficient,n=10 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2489,0x001C,IN,10,10,0,10,0,0,64,64,1500,154,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [speed x:Int16]:147|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [unk#:Int16]:7,1.000,c7b0101dd29c,e531069fb1f2,PARTIAL,reject,home decoder over-reads (154/1500),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x001D,IN,2,2,2,0,0,0,100,100,1500,0,100,-,-,0.000,73b8429f6c4a,d7b7fc65329f,USEFUL,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x001E,IN,1,1,0,0,1,0,100,100,72,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:1,-,0.000,3bbddaf0bb87,d7b7fc65329f,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x001F,IN,8,8,8,0,0,0,100,100,1184,0,100,-,-,0.000,e9ab09106d52,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0020,OUT,474,474,474,0,0,0,100,100,1500,0,100,-,-,0.003,6d8b0777422d,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2489,0x0020,OUT,474,474,235,239,0,0,99,100,219,0,89,-,-,0.579,9259122a6ee0,e531069fb1f2,USEFUL,reject,consumed KS=0.579 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2489,0x0020,OUT,474,474,474,0,0,0,100,100,1500,0,100,-,-,0.061,6d8b0777422d,6cdba8ccbaff,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0021,IN,317,317,0,317,0,0,17,20,1500,0,100,-,-,0.998,4a34cc581cd5,d7b7fc65329f,STUB,reject,consumed KS=0.998 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2511,2489,0x0021,IN,317,317,0,317,0,0,17,20,906,16,0,-,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:6|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [BoundToName:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [BoundToCharId:Int64]:3|PastEnd: Read<Boolean>: wanted # byte(s) at offset #; only # of # remain @  [unlocked socket:Boolean]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:1,0.351,1b1236b38a15,e531069fb1f2,STUB,reject,home decoder over-reads (16/906),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2525,2489,0x0021,IN,317,317,0,317,0,0,17,20,217,1,17,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:1,0.195,cfbd884737a3,e531069fb1f2,STUB,reject,home decoder over-reads (1/217),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2529,2489,0x0021,IN,317,317,0,317,0,0,17,20,765,0,17,-,-,0.110,cfbd884737a3,e531069fb1f2,STUB,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2546,2489,0x0021,IN,317,317,0,317,0,0,17,20,1500,0,17,-,-,0.146,cfbd884737a3,750b3e3c91cc,STUB,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2549,2489,0x0021,IN,317,317,0,317,0,0,17,20,1500,0,0,-,-,0.442,cfbd884737a3,750b3e3c91cc,STUB,reject,consumed KS=0.442 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2489,0x0021,IN,317,317,0,317,0,0,17,20,396,0,0,-,-,0.449,cfbd884737a3,750b3e3c91cc,STUB,reject,consumed KS=0.449 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0021,OUT,1,1,1,0,0,0,100,100,1500,0,100,-,-,0.000,09b896927b5b,d7b7fc65329f,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0023,IN,48,48,24,0,24,0,99,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [LimitBreakSpecialOptionCount:Int32]:24,-,0.500,c5e823fa4439,d7b7fc65329f,USEFUL,reject,over_read=24; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2489,0x0023,IN,48,48,16,32,0,0,16,100,1500,0,16,-,-,0.406,ebb2ab2949d5,e531069fb1f2,STUB,insufficient,n=48 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2489,0x0023,IN,48,48,16,32,0,0,10,100,1500,0,11,-,-,0.479,89c9b48525c2,e531069fb1f2,STUB,insufficient,n=48 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0024,IN,344,344,344,0,0,0,100,100,1500,0,100,-,-,0.000,6954142e10b2,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2489,0x0024,IN,344,344,344,0,0,0,100,100,1500,0,100,-,-,0.013,a88fbaa9b811,e531069fb1f2,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2489,0x0024,IN,344,344,344,0,0,0,100,100,1500,0,100,-,-,0.011,a88fbaa9b811,e531069fb1f2,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0026,OUT,82,82,82,0,0,0,100,100,1500,0,100,-,-,0.000,a1157fbdd8b0,d7b7fc65329f,USEFUL,insufficient,n=82 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x002B,IN,8,8,0,0,8,0,99,99,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [LimitBreakStatOptionCount:Int32]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Rarity:Int32]:3,-,1.000,edb1f3c0db05,d7b7fc65329f,USEFUL,reject,over_read=8; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2530,2489,0x002B,IN,8,8,3,0,5,0,99,100,3,3,99,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [LimitBreakSpecialOptionCount:Int32]:5,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:3,0.042,3c9bd7749e3a,6fcac0922e9d,USEFUL,reject,over_read=5; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2531,2489,0x002B,IN,8,8,3,0,5,0,99,100,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [LimitBreakSpecialOptionCount:Int32]:5,-,-,3c9bd7749e3a,6fcac0922e9d,USEFUL,reject,over_read=5; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x002E,IN,567,567,0,567,0,0,26,42,-,-,-,-,-,-,eaec41421ddf,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2521,2489,0x002E,IN,567,567,207,351,9,0,32,100,1028,45,32,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [# bonus:Int32]:9,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [# bonus:Int32]:45,0.218,7b2a027d574a,e531069fb1f2,STUB,reject,over_read=9; same defect as home (signatures matched),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2528,2489,0x002E,IN,567,567,567,0,0,0,100,100,19,0,100,-,-,0.000,76f3b6c66124,c7184ede6835,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x002F,IN,22,22,0,0,22,0,100,100,1500,3,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [count:Byte]:22,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Health:Int64]:3,0.005,76f3b6c66124,d7b7fc65329f,USEFUL,reject,over_read=22; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x002F,OUT,2,2,1,1,0,0,17,100,48,0,17,-,-,0.229,46125951e709,d7b7fc65329f,STUB,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0031,OUT,2,2,0,2,0,0,10,10,1019,0,100,-,-,1.000,340b3e960960,d7b7fc65329f,STUB,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0033,IN,8,8,0,8,0,0,33,33,-,-,-,-,-,-,22044483be09,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0034,OUT,10,10,10,0,0,0,100,100,1500,0,100,-,-,0.000,415ab669796a,d7b7fc65329f,USEFUL,insufficient,n=10 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0035,IN,8,8,0,0,8,0,100,100,55,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [revival:Byte]:8,-,0.000,30b78ecbae74,d7b7fc65329f,USEFUL,reject,over_read=8; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0036,IN,9,9,0,9,0,0,80,80,1185,0,100,-,-,1.000,f08404c32c83,d7b7fc65329f,PARTIAL,insufficient,n=9 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0037,IN,4,4,0,4,0,0,16,16,1220,0,100,-,-,1.000,a1a863eca040,d7b7fc65329f,STUB,insufficient,n=4 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2511,2489,0x0038,OUT,8,8,0,8,0,0,20,20,13,0,20,-,-,0.077,233ca8b24924,e531069fb1f2,STUB,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2489,0x0038,OUT,8,8,8,0,0,0,100,100,4,0,100,-,-,0.000,2b2c0218507d,750b3e3c91cc,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x0039,OUT,8,8,8,0,0,0,100,100,1232,0,100,-,-,0.015,fa826d0529c4,d7b7fc65329f,USEFUL,insufficient,n=8 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2489,0x003C,IN,168,168,0,168,0,0,44,44,1,0,86,-,-,1.000,bdff9e80dd3d,d7b7fc65329f,STUB,insufficient,n=168 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2506,2489,0x003C,IN,168,168,0,168,0,0,70,70,104,0,70,-,-,0.000,9fedcc7a8d51,e531069fb1f2,PARTIAL,insufficient,n=168 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2489,0x003C,IN,168,168,168,0,0,0,100,100,117,0,100,-,-,0.000,b0f82de3a675,e531069fb1f2,USEFUL,insufficient,n=168 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2489,0x003C,IN,168,168,168,0,0,0,100,100,1500,0,100,-,-,0.000,3d8a1c2c7f1d,6cdba8ccbaff,USEFUL,insufficient,n=168 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2520,2489,0x003C,IN,168,168,168,0,0,0,100,100,3,0,100,-,-,0.000,efc20881e461,e531069fb1f2,USEFUL,insufficient,n=168 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
