source_build,target_build,opcode,direction,seen,n,ok_exact,under_read,over_read,threw,consumed_p50,consumed_p90,home_n,home_over_read,home_p50,over_sigs,home_over_sigs,ks_vs_home,script_sha,env_sha,quality,state,reason,invariants,rule_version,sampling
12,2507,0x0018,IN,5,5,5,0,0,0,100,100,18,0,100,-,-,0.000,1026c3540aad,d7b7fc65329f,USEFUL,insufficient,n=5 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0018,OUT,3,3,2,1,0,0,100,100,53,0,100,-,-,0.182,9a91c05cdde2,d7b7fc65329f,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0019,IN,128,128,128,0,0,0,100,100,1414,0,100,-,-,0.000,81ad6936565e,d7b7fc65329f,USEFUL,insufficient,n=128 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2500,2507,0x0019,IN,128,128,128,0,0,0,100,100,2,0,100,-,-,0.000,2eb6d169688e,e531069fb1f2,USEFUL,insufficient,n=128 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0019,OUT,2,2,2,0,0,0,100,100,33,0,100,-,-,0.000,b46c97797129,d7b7fc65329f,USEFUL,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001A,IN,128,128,64,35,29,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [arg:Int32]:29,-,0.273,30430a5d3899,d7b7fc65329f,USEFUL,reject,over_read=29; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001C,IN,6718,1500,21,0,1479,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CoordS / #:Int16]:710|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:265|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:251|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:83|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:50|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:42|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:29|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:28|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:18|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:3,-,0.135,0357b5c4fd5f,d7b7fc65329f,USEFUL,reject,over_read=1479; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001D,IN,94,94,94,0,0,0,100,100,1500,0,100,-,-,0.000,73b8429f6c4a,d7b7fc65329f,USEFUL,insufficient,n=94 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001D,OUT,3,3,3,0,0,0,100,100,919,0,100,-,-,0.000,0e4f237b0289,d7b7fc65329f,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001E,IN,61,61,0,0,61,0,100,100,72,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:53|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:6|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [EnchantStatCount:Byte]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:1,-,0.049,3bbddaf0bb87,d7b7fc65329f,USEFUL,reject,over_read=61; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x001F,IN,66,66,0,66,0,0,62,62,1184,0,100,-,-,1.000,e9ab09106d52,d7b7fc65329f,PARTIAL,insufficient,n=66 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0020,OUT,219,219,189,30,0,0,100,100,1500,0,100,-,-,0.134,6d8b0777422d,d7b7fc65329f,USEFUL,insufficient,n=219 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2507,0x0020,OUT,219,219,189,30,0,0,100,100,1500,0,100,-,-,0.109,6d8b0777422d,6cdba8ccbaff,USEFUL,insufficient,n=219 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0021,IN,3823,1500,34,1460,6,0,17,20,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [slot:Int16]:3|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int64]:1|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:1,-,0.972,4a34cc581cd5,d7b7fc65329f,STUB,reject,over_read=6; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2511,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,906,16,0,-,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:6|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [BoundToName:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [BoundToCharId:Int64]:3|PastEnd: Read<Boolean>: wanted # byte(s) at offset #; only # of # remain @  [unlocked socket:Boolean]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:1,0.086,1b1236b38a15,e531069fb1f2,STUB,reject,home decoder over-reads (16/906),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2525,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,217,1,17,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:1,0.070,cfbd884737a3,e531069fb1f2,STUB,reject,home decoder over-reads (1/217),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2529,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,765,0,17,-,-,0.345,cfbd884737a3,e531069fb1f2,STUB,reject,consumed KS=0.345 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2546,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,1500,0,17,-,-,0.254,cfbd884737a3,750b3e3c91cc,STUB,reject,consumed KS=0.254 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2549,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,1500,0,0,-,-,0.208,cfbd884737a3,750b3e3c91cc,STUB,reject,consumed KS=0.208 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2507,0x0021,IN,3823,1500,3,1497,0,0,11,20,396,0,0,-,-,0.206,cfbd884737a3,750b3e3c91cc,STUB,reject,consumed KS=0.206 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0021,OUT,2,2,2,0,0,0,100,100,1500,0,100,-,-,0.000,09b896927b5b,d7b7fc65329f,USEFUL,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0022,IN,7,7,5,0,2,0,100,100,93,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:1|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:1,-,0.000,5838e639af3b,d7b7fc65329f,USEFUL,reject,over_read=2; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0022,OUT,145,145,145,0,0,0,100,100,1500,0,100,-,-,0.000,a422af65b674,d7b7fc65329f,USEFUL,insufficient,n=145 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0023,IN,6274,1500,61,0,1439,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:1432|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int32]:2,-,0.000,c5e823fa4439,d7b7fc65329f,USEFUL,reject,over_read=1439; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2507,0x0023,IN,6274,1500,32,1468,0,0,17,17,1500,0,16,-,-,0.891,ebb2ab2949d5,e531069fb1f2,STUB,reject,consumed KS=0.891 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2507,0x0023,IN,6274,1500,48,1452,0,0,11,11,1500,0,11,-,-,0.016,89c9b48525c2,e531069fb1f2,STUB,accept,,pass,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0024,IN,29921,1500,1500,0,0,0,100,100,1500,0,100,-,-,0.000,6954142e10b2,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2507,0x0024,IN,29921,1500,1483,17,0,0,100,100,1500,0,100,-,-,0.002,a88fbaa9b811,e531069fb1f2,USEFUL,accept,,pass,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0025,IN,3,3,0,0,3,0,7,7,143,0,100,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [EquipSlot:Field]:3,-,1.000,2d2f793349e2,d7b7fc65329f,STUB,reject,over_read=3; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0026,IN,3,3,3,0,0,0,100,100,128,0,100,-,-,0.000,f23617894301,d7b7fc65329f,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0026,OUT,10,10,10,0,0,0,100,100,1500,0,100,-,-,0.000,a1157fbdd8b0,d7b7fc65329f,USEFUL,insufficient,n=10 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0029,OUT,26,26,24,2,0,0,100,100,1500,14,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [QuestId:Int32]:14,0.067,abd8135d5662,d7b7fc65329f,USEFUL,reject,home decoder over-reads (14/1500),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002B,IN,37,37,0,0,37,0,99,99,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:25|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Rarity:Int32]:12,-,1.000,edb1f3c0db05,d7b7fc65329f,USEFUL,reject,over_read=37; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2530,2507,0x002B,IN,37,37,12,0,25,0,100,100,3,3,99,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:25,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:3,0.667,3c9bd7749e3a,6fcac0922e9d,USEFUL,reject,over_read=25; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2531,2507,0x002B,IN,37,37,12,0,25,0,100,100,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:25,-,-,3c9bd7749e3a,6fcac0922e9d,USEFUL,reject,over_read=25; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002C,IN,31,31,31,0,0,0,100,100,1500,0,100,-,-,0.000,36248f6b1c12,d7b7fc65329f,USEFUL,insufficient,n=31 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002D,IN,21,21,18,3,0,0,100,100,1500,0,100,-,-,0.320,edf07db7f802,d7b7fc65329f,USEFUL,insufficient,n=21 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002E,IN,1417,1417,0,1417,0,0,26,42,-,-,-,-,-,-,eaec41421ddf,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2521,2507,0x002E,IN,1417,1417,284,1040,93,0,19,100,1028,45,32,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [# bonus:Int32]:93,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [# bonus:Int32]:45,0.260,7b2a027d574a,e531069fb1f2,STUB,reject,over_read=93; same defect as home (signatures matched),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2528,2507,0x002E,IN,1417,1417,1368,41,8,0,100,100,19,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Health:Int64]:8,-,0.035,76f3b6c66124,c7184ede6835,USEFUL,reject,over_read=8; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002E,OUT,47,47,0,47,0,0,25,25,595,0,100,-,-,1.000,04a9ceb638d2,d7b7fc65329f,STUB,insufficient,n=47 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002F,IN,25,25,0,0,25,0,100,100,1500,3,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [count:Byte]:25,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Health:Int64]:3,0.005,76f3b6c66124,d7b7fc65329f,USEFUL,reject,over_read=25; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x002F,OUT,1,1,0,1,0,0,17,17,48,0,17,-,-,0.271,46125951e709,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0031,OUT,7,7,0,7,0,0,10,17,1019,0,100,-,-,1.000,340b3e960960,d7b7fc65329f,STUB,insufficient,n=7 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0033,IN,70,70,0,70,0,0,33,33,-,-,-,-,-,-,22044483be09,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0034,IN,1,1,0,0,1,0,80,80,1332,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:1,-,1.000,7a04c6c116f4,d7b7fc65329f,PARTIAL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0034,OUT,72,72,72,0,0,0,100,100,1500,0,100,-,-,0.000,415ab669796a,d7b7fc65329f,USEFUL,insufficient,n=72 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0035,IN,67,67,0,0,67,0,100,100,55,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [revival:Byte]:67,-,0.000,30b78ecbae74,d7b7fc65329f,USEFUL,reject,over_read=67; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0035,OUT,137,137,0,0,137,0,94,100,1500,0,100,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:40|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:30|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:28|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:12|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:11|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:9|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:2,-,0.657,f9fb282d1fce,d7b7fc65329f,USEFUL,reject,over_read=137; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0036,IN,66,66,0,66,0,0,80,80,1185,0,100,-,-,1.000,f08404c32c83,d7b7fc65329f,PARTIAL,insufficient,n=66 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0036,OUT,19,19,19,0,0,0,100,100,4,0,100,-,-,0.000,5695f874ac21,d7b7fc65329f,USEFUL,insufficient,n=19 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0037,IN,373,373,0,373,0,0,56,56,1220,0,100,-,-,1.000,a1a863eca040,d7b7fc65329f,PARTIAL,reject,consumed KS=1.000 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0037,OUT,79,79,79,0,0,0,100,100,101,0,100,-,-,0.010,80bddd710eaf,d7b7fc65329f,USEFUL,insufficient,n=79 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2507,0x0037,OUT,79,79,2,77,0,0,20,73,168,0,33,-,-,0.382,870c540d7a34,e531069fb1f2,STUB,insufficient,n=79 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0038,IN,3,3,0,3,0,0,12,12,1500,0,100,-,-,1.000,926dfadc320c,d7b7fc65329f,STUB,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2511,2507,0x0038,OUT,68,68,1,67,0,0,20,20,13,0,20,-,-,0.062,233ca8b24924,e531069fb1f2,STUB,insufficient,n=68 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2507,0x0038,OUT,68,68,67,0,1,0,100,100,4,0,100,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Item Name:Field]:1,-,0.015,2b2c0218507d,750b3e3c91cc,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0039,IN,16,16,0,16,0,0,67,67,78,0,100,-,-,1.000,5311415ccb96,d7b7fc65329f,PARTIAL,insufficient,n=16 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0039,OUT,70,70,69,1,0,0,100,100,1232,0,100,-,-,0.014,fa826d0529c4,d7b7fc65329f,USEFUL,insufficient,n=70 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x003A,IN,3,3,0,3,0,0,30,30,1500,0,100,-,-,1.000,a4b3a354a17a,d7b7fc65329f,STUB,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x003B,OUT,1,1,0,1,0,0,50,50,192,16,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ActiveHotbar:Int16]:16,0.927,92c121806d78,d7b7fc65329f,PARTIAL,reject,home decoder over-reads (16/192),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x003C,IN,117,117,0,117,0,0,44,44,1,0,86,-,-,1.000,bdff9e80dd3d,d7b7fc65329f,STUB,insufficient,n=117 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2506,2507,0x003C,IN,117,117,0,117,0,0,70,70,104,0,70,-,-,0.000,9fedcc7a8d51,e531069fb1f2,PARTIAL,insufficient,n=117 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2507,0x003C,IN,117,117,117,0,0,0,100,100,1500,0,100,-,-,0.000,3d8a1c2c7f1d,6cdba8ccbaff,USEFUL,insufficient,n=117 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2520,2507,0x003C,IN,117,117,117,0,0,0,100,100,3,0,100,-,-,0.000,efc20881e461,e531069fb1f2,USEFUL,insufficient,n=117 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x003D,IN,609,609,17,20,572,0,96,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Y:Int16]:339|PastEnd: Read<Boolean>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Boolean]:66|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [SkillId:Int32]:63|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [MotionPoint:Byte]:58|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:16|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:11|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:8|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Unknown:Field]:6|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Field]:5,-,0.768,3d8a1c2c7f1d,d7b7fc65329f,USEFUL,reject,over_read=572; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2507,0x003D,IN,609,609,514,95,0,0,100,100,1500,21,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:21,0.046,c9190e0584ce,6cdba8ccbaff,USEFUL,reject,home decoder over-reads (21/1500),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2520,2507,0x003D,IN,609,609,118,487,4,0,4,100,380,0,4,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [hit or miss?:Byte]:4,-,0.280,6d2842810633,e531069fb1f2,STUB,reject,over_read=4; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x003F,IN,12,12,0,0,12,0,100,100,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [SkillId:Int32]:12,-,-,a0daf008e688,d7b7fc65329f,USEFUL,reject,over_read=12; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0041,IN,4,4,0,4,0,0,97,97,55,0,100,-,-,1.000,bc2f0b57e663,d7b7fc65329f,USEFUL,insufficient,n=4 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0041,OUT,564,564,0,564,0,0,7,7,1500,558,90,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CreationTime:Int64]:558,0.961,ebf42361a495,d7b7fc65329f,STUB,reject,home decoder over-reads (558/1500),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0042,IN,5,5,0,5,0,0,6,6,1500,0,72,-,-,1.000,f37650cf93c4,d7b7fc65329f,STUB,insufficient,n=5 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0043,OUT,4,4,0,2,2,0,20,100,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [DollUid:Int64]:1|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ItemUid:Int64]:1,-,-,a6deee32ab47,d7b7fc65329f,STUB,reject,over_read=2; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0044,IN,103,103,0,103,0,0,0,0,-,-,-,-,-,-,56c27594b361,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0045,IN,186,186,0,28,158,0,98,98,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Unknown [JobRank:Int16]:108|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Unknown [JobRankCount:Int32]:23|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Unknown [Points:Int32]:15|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Source:Int32]:12,-,1.000,a62be8d74bfb,d7b7fc65329f,USEFUL,reject,over_read=158; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0047,IN,1195,1195,0,0,1195,0,8,23,5,0,100,NegativeLength: ReadBytes: negative length -# at offset #/# @  [message:Field]:602|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [message:Field]:593,-,1.000,81f55670735d,d7b7fc65329f,STUB,reject,over_read=1195; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0048,IN,460,460,0,448,12,0,48,48,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [BuffObjectId:Int32]:10|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [OwnerObjectId:Int32]:2,-,0.978,fd0b3d10ab00,d7b7fc65329f,STUB,reject,over_read=12; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2504,2507,0x0048,IN,460,460,448,12,0,0,100,100,43,0,100,-,-,0.323,905e79e74b5a,e531069fb1f2,USEFUL,reject,consumed KS=0.323 > 0.2 vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x0049,IN,3,3,0,3,0,0,1,1,1500,0,100,-,-,1.000,550fcd52c5c5,d7b7fc65329f,STUB,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2529,2507,0x0049,IN,3,3,0,3,0,0,1,1,6,0,1,-,-,0.000,9c3e9314f489,e531069fb1f2,STUB,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x004B,IN,146,146,0,146,0,0,0,0,-,-,-,-,-,-,26d458383fa5,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x004B,OUT,15,15,0,0,15,0,100,100,78,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapCode:Int32]:15,-,0.000,bd63690c0204,d7b7fc65329f,USEFUL,reject,over_read=15; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x004C,IN,57,57,0,29,28,0,2,100,1500,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [flags:Byte]:28,-,0.509,9192b0fb83ae,d7b7fc65329f,STUB,reject,over_read=28; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2512,2507,0x004C,IN,57,57,57,0,0,0,100,100,1500,0,100,-,-,0.000,7d49d25ebf47,6cdba8ccbaff,USEFUL,insufficient,n=57 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2507,0x004D,IN,153,153,0,153,0,0,21,21,1500,0,100,-,-,1.000,51c918c743c1,d7b7fc65329f,STUB,insufficient,n=153 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2503,2507,0x004D,IN,153,153,136,17,0,0,100,100,142,0,100,-,-,0.111,30b8107d2341,e531069fb1f2,USEFUL,insufficient,n=153 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2504,2507,0x004D,IN,153,153,0,136,17,0,79,79,52,0,79,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [?:Field]:17,-,0.336,44ca22248479,e531069fb1f2,PARTIAL,reject,over_read=17; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
