source_build,target_build,opcode,direction,field_key,kind,n,min,max,mean,values
12,2549,0x0001,IN,/Block Initializing Vector (IV):Field,blob,17,4,4,4.000,-
12,2549,0x0001,IN,/Local Initializing Vector (IV):Field,blob,17,4,4,4.000,-
12,2549,0x0001,IN,/MapleStory# Version:Field,blob,17,4,4,4.000,-
12,2549,0x0001,IN,/Opcode:Int16,num,17,1,1,1.000,1:17
12,2549,0x0001,IN,/Packet Length:Field,blob,17,4,4,4.000,-
12,2549,0x0001,IN,/Patch Type:Byte,num,17,2,2,2.000,2:17
12,2549,0x0001,IN,/Raw Sequence:Int16,num,17,-28008,30766,-5807.647,-15877:1|-16050:1|-16485:1|-17464:1|-21710:1|-22366:1|-23764:1|-28008:1|-684:1|-8325:1|11135:1|11975:1|1872:1|30766:1|4723:1|5452:1|6080:1
12,2549,0x0001,IN,/Remote Initializing Vector (IV):Field,blob,17,4,4,4.000,-
12,2549,0x0001,OUT,/Locale?:Int16,num,17,0,0,0.000,0:17
12,2549,0x0001,OUT,/Unknown:Int16,num,17,90,90,90.000,90:17
12,2549,0x0001,OUT,/Version:Int32,num,17,2549,2549,2549.000,2549:17
12,2549,0x0004,OUT,/AccountId:Int64,num,17,113551,113551,113551.000,113551:17
12,2549,0x0004,OUT,/MachineId:Field,blob,17,16,16,16.000,-
12,2549,0x0004,OUT,/TokenA:Int32,num,17,925650,644001750,182777256.706,108029196:1|109620864:1|122667627:1|139075294:1|152895720:1|207371682:1|28548070:1|294088899:1|30016656:1|451699914:1|50882370:1|539978840:1|63730233:1|644001750:1|79255440:1|84425159:1|925650:1
12,2549,0x0004,OUT,/TokenB:Int32,num,17,6261847,736900768,263081571.000,107791560:1|127404360:1|142111080:1|17568556:1|28215965:1|331330846:1|336362481:1|395772559:1|399028256:1|399683490:1|42108444:1|593890336:1|623199594:1|6261847:1|736900768:1|89326136:1|95430429:1
12,2549,0x0005,IN,/Key:Int32,num,24,202810,1629925,451237.000,202925:3|1629925:2|251534:2|264883:2|329116:2|795122:2|202810:1|202864:1|251539:1|264668:1|264779:1|264849:1|264891:1|265221:1|477813:1|490661:1|729658:1
12,2549,0x0005,IN,/Unknown:Int32,num,24,1,2,1.167,1:20|2:4
12,2549,0x0005,IN,/function:Byte,num,24,0,0,0.000,0:24
12,2549,0x0005,IN,SomeKey/SomeKey:Field,blob,24,34,36,35.625,-
12,2549,0x0005,IN,SomeKey/size:Int16,num,24,34,36,35.625,36:16|35:7|34:1
12,2549,0x0006,IN,/unknown:Int32,num,198,15,2662,612.444,~other:122|158:3|38:3|233:2|24:2|26:2|295:2|49:2|51:2|56:2|68:2|1068:1|1272:1|1288:1|1303:1|1319:1|1333:1|1377:1|1468:1|1549:1|1574:1|1674:1|1810:1|1826:1|1883:1|1940:1|198:1|2005:1|2031:1|2065:1|2095:1|2111:1|216:1|2172:1|2186:1|2200:1|2217:1|2233:1|2249:1|2266:1|2324:1|2436:1|2451:1|2467:1|247:1|2485:1|25:1|2503:1|2519:1|2539:1|2554:1|264:1|280:1|33:1|419:1|434:1|452:1|632:1|67:1|79:1|81:1|857:1|901:1|96:1|99:1
2486,2549,0x0006,IN,/ping:Int32,num,198,15,2662,612.444,~other:122|158:3|38:3|233:2|24:2|26:2|295:2|49:2|51:2|56:2|68:2|1068:1|1272:1|1288:1|1303:1|1319:1|1333:1|1377:1|1468:1|1549:1|1574:1|1674:1|1810:1|1826:1|1883:1|1940:1|198:1|2005:1|2031:1|2065:1|2095:1|2111:1|216:1|2172:1|2186:1|2200:1|2217:1|2233:1|2249:1|2266:1|2324:1|2436:1|2451:1|2467:1|247:1|2485:1|25:1|2503:1|2519:1|2539:1|2554:1|264:1|280:1|33:1|419:1|434:1|452:1|632:1|67:1|79:1|81:1|857:1|901:1|96:1|99:1
2486,2549,0x0006,OUT,/ping:Int32,num,198,601,2208,1168.581,~other:126|1273:3|1237:2|1289:2|1353:2|1801:2|1897:2|628:2|1029:1|1081:1|1155:1|1208:1|1211:1|1225:1|1257:1|1304:1|1318:1|1334:1|1370:1|1389:1|1414:1|1448:1|1462:1|1483:1|1505:1|1520:1|1534:1|1549:1|1566:1|1578:1|1593:1|1608:1|1622:1|1639:1|1653:1|1669:1|1685:1|1700:1|1719:1|1737:1|1752:1|1769:1|1785:1|1818:1|1833:1|1911:1|1926:1|606:1|610:1|645:1|650:1|659:1|673:1|679:1|692:1|709:1|742:1|757:1|800:1|816:1|859:1|882:1|900:1|941:1|981:1
12,2549,0x000B,OUT,/Sequence:Int32,num,1164,8,14353,1692.351,~other:1100|14288:1|14289:1|14290:1|14291:1|14292:1|14293:1|14294:1|14295:1|14296:1|14297:1|14298:1|14299:1|14300:1|14301:1|14302:1|14303:1|14304:1|14305:1|14306:1|14307:1|14308:1|14309:1|14310:1|14311:1|14312:1|14313:1|14314:1|14315:1|14316:1|14317:1|14318:1|14319:1|14320:1|14321:1|14322:1|14323:1|14324:1|14325:1|14326:1|14327:1|14328:1|14329:1|14330:1|14331:1|14332:1|14333:1|14334:1|14335:1|14336:1|14337:1|14338:1|14339:1|14340:1|14341:1|14342:1|14343:1|14344:1|14345:1|14346:1|14347:1|14348:1|14349:1|14350:1|14351:1
12,2549,0x000C,OUT,/ClientTicks:Int32,num,17,50846,19165569,2268664.118,129984:1|1428142:1|1438741:1|19165569:1|2295293:1|2700365:1|2927387:1|3052999:1|3069614:1|50846:1|51733:1|518650:1|57403:1|657185:1|76811:1|847568:1|99000:1
12,2549,0x000C,OUT,/ServerTicks:Int32,num,17,-2032521266,1921521103,422900899.000,-1335244914:1|-1454878409:1|-2032514838:1|-2032521266:1|1055591938:1|1055996953:1|1056223961:1|1056349596:1|1056366277:1|1057612909:1|1449659659:1|1921521103:1|794286334:1|794424935:1|794615298:1|975907596:1|975918151:1
12,2549,0x000D,IN,/message:Byte,num,17,0,0,0.000,0:17
12,2549,0x0010,IN,/IpAddress:Int32,num,4,42108444,582061000,271984071.250,127404360:1|336362481:1|42108444:1|582061000:1
12,2549,0x0010,IN,/MapId:Int32,num,4,1966477010,1966477778,1966477586.000,1966477778:3|1966477010:1
12,2549,0x0010,IN,/MigrationToken:Int32,num,4,925650,644001750,210041738.750,165222899:1|30016656:1|644001750:1|925650:1
12,2549,0x0010,IN,/Port:Int16,num,4,-29315,-29315,-29315.000,-29315:4
12,2549,0x0010,IN,/Unknown:Byte,num,4,33,128,104.250,128:3|33:1
12,2549,0x0010,IN,/Unknown:Int32,num,4,67351051,419672587,319013295.000,419672587:2|369356955:1|67351051:1
12,2549,0x0010,IN,/message:Byte,num,4,0,0,0.000,0:4
12,2549,0x0011,IN,/ServerTick:Int32,num,768,-2032521269,1921597862,555332885.040,~other:704|-1335043448:1|-1335071410:1|-1335072617:1|-1335076279:1|-1335080161:1|-1454849683:1|-1454857176:1|-1454876620:1|1055624775:1|1055630947:1|1055662431:1|1055666043:1|1055708594:1|1055710994:1|1055733327:1|1056368177:1|1056380471:1|1056397669:1|1056417337:1|1056430936:1|1056449836:1|1056465536:1|1449667893:1|1449701877:1|1449707575:1|1921521099:1|1921521496:1|1921522893:1|1921524149:1|1921527831:1|1921529013:1|1921531528:1|1921532772:1|1921533960:1|1921537577:1|1921542890:1|1921544127:1|1921545328:1|1921546546:1|1921547839:1|1921549113:1|1921550261:1|1921556410:1|1921558827:1|1921560027:1|1921562451:1|1921563645:1|1921566061:1|1921567262:1|1921569678:1|1921573312:1|1921578128:1|1921579379:1|1921580564:1|1921581761:1|1921583044:1|1921586859:1|1921588240:1|1921590612:1|1921591830:1|794427012:1|794435553:1|794440572:1|794480737:1
12,2549,0x0011,IN,/TimeOffset:Int32,num,768,-32400,-32400,-32400.000,-32400:768
