source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling
12,2512,0x0001,IN,52,52,52,0,52,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
12,2512,0x0001,OUT,52,52,52,0,52,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
12,2512,0x0004,IN,52,52,52,0,52,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
12,2512,0x0004,OUT,52,52,52,0,52,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
12,2512,0x0005,IN,261,261,261,0,261,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:261,reservoir;n=1500;seed=1
12,2512,0x0006,IN,2553,1500,1500,0,1500,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1
2486,2512,0x0006,IN,2553,1500,1500,0,1500,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:1500,reservoir;n=1500;seed=1
2486,2512,0x0006,OUT,2548,1500,1500,0,1500,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:1500,reservoir;n=1500;seed=1
12,2512,0x000B,OUT,10404,1500,1500,0,1500,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1
12,2512,0x000C,OUT,83,83,83,0,83,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:83,reservoir;n=1500;seed=1
12,2512,0x000D,IN,52,52,52,0,52,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
-,2512,0x000D,OUT,2,2,0,2,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
-,2512,0x000E,OUT,52,52,0,52,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
-,2512,0x000F,OUT,158,158,0,158,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x0010,IN,30,30,30,0,30,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:30,reservoir;n=1500;seed=1
-,2512,0x0010,OUT,158,158,0,158,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x0011,IN,20853,1500,1500,0,772,728,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:728|100:772,reservoir;n=1500;seed=1
-,2512,0x0011,OUT,6,6,0,6,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x0012,OUT,290409,1500,1500,0,4,11,1485,0,0,303,95,100,00eac5549f4f,d7b7fc65329f,29:1|33:1|35:1|37:1|38:1|42:1|59:2|60:1|63:1|65:2|66:15|69:24|71:10|73:6|74:2|76:63|80:61|83:2|85:48|86:3|87:1|88:39|90:33|92:78|93:25|94:5|95:474|96:152|98:13|100:434,reservoir;n=1500;seed=1
12,2512,0x0013,IN,83,83,83,0,83,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:83,reservoir;n=1500;seed=1
12,2512,0x0014,IN,182,182,182,0,182,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:182,reservoir;n=1500;seed=1
12,2512,0x0015,IN,52,52,52,0,0,0,52,0,0,0,100,100,3bbd77e4fb7a,d7b7fc65329f,100:52,reservoir;n=1500;seed=1
2507,2512,0x0015,IN,52,52,52,0,52,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:52,reservoir;n=1500;seed=1
12,2512,0x0016,IN,158,158,158,0,158,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:158,reservoir;n=1500;seed=1
2546,2512,0x0016,IN,158,158,158,0,158,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:158,reservoir;n=1500;seed=1
2549,2512,0x0016,IN,158,158,158,0,158,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:158,reservoir;n=1500;seed=1
2550,2512,0x0016,IN,158,158,158,0,158,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:158,reservoir;n=1500;seed=1
-,2512,0x0016,OUT,88,88,0,88,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x0017,IN,189,189,189,0,0,0,189,0,0,18,100,100,1d52865cb228,d7b7fc65329f,16:1|20:2|57:4|65:2|70:1|72:12|73:2|74:2|76:1|79:1|83:1|87:1|92:1|98:1|99:2|100:155,reservoir;n=1500;seed=1
2500,2512,0x0017,IN,189,189,189,0,0,189,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:189,reservoir;n=1500;seed=1
2503,2512,0x0017,IN,189,189,189,0,0,186,3,0,0,0,45,84,e6752d96b9a6,e531069fb1f2,8:1|9:5|10:4|12:16|13:4|14:1|15:4|16:3|22:5|40:1|42:1|44:6|45:52|46:26|76:1|77:1|81:6|82:31|84:15|85:2|98:1|100:3,reservoir;n=1500;seed=1
2528,2512,0x0017,IN,189,189,189,0,0,0,189,0,0,21,100,100,a3115547491e,c7184ede6835,12:1|14:1|16:1|20:4|21:7|22:1|25:1|27:2|28:2|30:1|47:2|61:3|62:11|63:1|100:151,reservoir;n=1500;seed=1
2550,2512,0x0017,IN,189,189,189,0,0,0,189,0,0,18,100,100,a3115547491e,750b3e3c91cc,16:1|20:2|57:4|65:2|70:1|72:12|73:2|74:2|76:1|79:1|83:1|87:1|92:1|98:1|99:2|100:155,reservoir;n=1500;seed=1
-,2512,0x0017,OUT,5,5,0,5,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x0018,IN,21,21,21,0,21,0,0,0,0,0,100,100,1026c3540aad,d7b7fc65329f,100:21,reservoir;n=1500;seed=1
12,2512,0x0019,IN,125,125,125,0,125,0,0,0,0,0,100,100,81ad6936565e,d7b7fc65329f,100:125,reservoir;n=1500;seed=1
2500,2512,0x0019,IN,125,125,125,0,125,0,0,0,0,0,100,100,2eb6d169688e,e531069fb1f2,100:125,reservoir;n=1500;seed=1
12,2512,0x0019,OUT,3,3,3,0,3,0,0,0,0,0,100,100,b46c97797129,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2512,0x001A,IN,119,119,119,0,67,7,45,0,0,0,100,100,30430a5d3899,d7b7fc65329f,36:7|100:112,reservoir;n=1500;seed=1
-,2512,0x001A,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x001B,IN,5,5,5,0,0,0,0,5,0,0,25,32,6e3a6f517d34,d7b7fc65329f,25:3|32:2,reservoir;n=1500;seed=1
12,2512,0x001C,IN,11022,1500,1500,0,11,10,1479,0,0,224,100,100,0357b5c4fd5f,d7b7fc65329f,58:1|68:2|71:38|75:2|76:4|78:1|81:57|85:3|86:66|90:6|94:87|95:65|98:1|100:1167,reservoir;n=1500;seed=1
2507,2512,0x001C,IN,11022,1500,1500,0,954,432,114,0,0,0,100,100,c7b0101dd29c,e531069fb1f2,76:411|84:4|87:2|89:15|97:76|98:9|100:983,reservoir;n=1500;seed=1
-,2512,0x001C,OUT,1463,1463,0,1463,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2512,0x001D,IN,34,34,34,0,34,0,0,0,0,0,100,100,73b8429f6c4a,d7b7fc65329f,100:34,reservoir;n=1500;seed=1
12,2512,0x001D,OUT,1110,1110,1110,0,1110,0,0,0,0,0,100,100,0e4f237b0289,d7b7fc65329f,100:1110,reservoir;n=1500;seed=1
