source_build,target_build,opcode,direction,field_key,kind,n,min,max,mean,values
12,2500,0x0001,IN,/Block Initializing Vector (IV):Field,blob,1,4,4,4.000,-
12,2500,0x0001,IN,/Local Initializing Vector (IV):Field,blob,1,4,4,4.000,-
12,2500,0x0001,IN,/MapleStory# Version:Field,blob,1,4,4,4.000,-
12,2500,0x0001,IN,/Opcode:Int16,num,1,1,1,1.000,1:1
12,2500,0x0001,IN,/Packet Length:Field,blob,1,4,4,4.000,-
12,2500,0x0001,IN,/Patch Type:Byte,num,1,2,2,2.000,2:1
12,2500,0x0001,IN,/Raw Sequence:Int16,num,1,-1615,-1615,-1615.000,-1615:1
12,2500,0x0001,IN,/Remote Initializing Vector (IV):Field,blob,1,4,4,4.000,-
12,2500,0x0001,OUT,/Locale?:Int16,num,1,0,0,0.000,0:1
12,2500,0x0001,OUT,/Unknown:Int16,num,1,71,71,71.000,71:1
12,2500,0x0001,OUT,/Version:Int32,num,1,2500,2500,2500.000,2500:1
12,2500,0x0004,OUT,/AccountId:Int64,num,1,2.600852081586108E+18,2.600852081586108E+18,2600852081586107904.000,2600852081586107936:1
12,2500,0x0004,OUT,/MachineId:Field,blob,1,16,16,16.000,-
12,2500,0x0004,OUT,/TokenA:Int32,num,1,84461004,84461004,84461004.000,84461004:1
12,2500,0x0004,OUT,/TokenB:Int32,num,1,350130062,350130062,350130062.000,350130062:1
12,2500,0x0005,IN,/Key:Int32,num,1,126879,126879,126879.000,126879:1
12,2500,0x0005,IN,/Unknown:Int32,num,1,1,1,1.000,1:1
12,2500,0x0005,IN,/function:Byte,num,1,0,0,0.000,0:1
12,2500,0x0005,IN,SomeKey/SomeKey:Field,blob,1,36,36,36.000,-
12,2500,0x0005,IN,SomeKey/size:Int16,num,1,36,36,36.000,36:1
12,2500,0x0006,IN,/unknown:Int32,num,3,20,55,38.667,20:1|41:1|55:1
2486,2500,0x0006,IN,/ping:Int32,num,3,20,55,38.667,20:1|41:1|55:1
