source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling
12,2513,0x0001,IN,3,3,3,0,3,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x0001,OUT,3,3,3,0,3,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x0004,IN,3,3,3,0,3,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x0004,OUT,3,3,3,0,3,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x0005,IN,9,9,9,0,9,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:9,reservoir;n=1500;seed=1
12,2513,0x0006,IN,102,102,102,0,102,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:102,reservoir;n=1500;seed=1
2486,2513,0x0006,IN,102,102,102,0,102,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:102,reservoir;n=1500;seed=1
2486,2513,0x0006,OUT,102,102,102,0,102,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:102,reservoir;n=1500;seed=1
12,2513,0x000B,OUT,469,469,469,0,469,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:469,reservoir;n=1500;seed=1
12,2513,0x000C,OUT,3,3,3,0,3,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x000D,IN,3,3,3,0,3,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
-,2513,0x000E,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
-,2513,0x000F,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2513,0x0010,IN,3,3,3,0,3,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
-,2513,0x0010,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2513,0x0011,IN,941,941,941,0,475,466,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:466|100:475,reservoir;n=1500;seed=1
-,2513,0x0011,OUT,2,2,0,2,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1
12,2513,0x0012,OUT,7980,1500,1500,0,0,0,1500,0,0,215,95,100,00eac5549f4f,d7b7fc65329f,54:1|57:1|62:4|65:3|74:6|85:72|87:2|95:814|100:597,reservoir;n=1500;seed=1
12,2513,0x0013,IN,3,3,3,0,3,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x0014,IN,14,14,14,0,14,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:14,reservoir;n=1500;seed=1
12,2513,0x0015,IN,3,3,3,0,0,0,3,0,0,0,100,100,3bbd77e4fb7a,d7b7fc65329f,99:1|100:2,reservoir;n=1500;seed=1
2507,2513,0x0015,IN,3,3,3,0,3,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:3,reservoir;n=1500;seed=1
12,2513,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
2546,2513,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1
2549,2513,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1
2550,2513,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1
12,2513,0x0017,IN,33,33,33,0,0,0,33,0,0,0,100,100,1d52865cb228,d7b7fc65329f,17:3|28:3|48:3|93:3|100:21,reservoir;n=1500;seed=1
2500,2513,0x0017,IN,33,33,33,0,0,33,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:33,reservoir;n=1500;seed=1
2503,2513,0x0017,IN,33,33,33,0,0,27,6,0,0,0,10,100,e6752d96b9a6,e531069fb1f2,8:3|9:9|10:6|11:3|15:3|34:2|36:1|100:6,reservoir;n=1500;seed=1
2528,2513,0x0017,IN,33,33,33,0,0,0,33,0,0,6,30,100,a3115547491e,c7184ede6835,12:3|14:3|15:3|18:3|24:3|30:3|100:15,reservoir;n=1500;seed=1
2550,2513,0x0017,IN,33,33,33,0,0,0,33,0,0,0,100,100,a3115547491e,750b3e3c91cc,17:3|28:3|48:3|93:3|100:21,reservoir;n=1500;seed=1
12,2513,0x0018,IN,22,22,22,0,22,0,0,0,0,0,100,100,1026c3540aad,d7b7fc65329f,100:22,reservoir;n=1500;seed=1
12,2513,0x0019,IN,6,6,6,0,6,0,0,0,0,0,100,100,81ad6936565e,d7b7fc65329f,100:6,reservoir;n=1500;seed=1
2500,2513,0x0019,IN,6,6,6,0,6,0,0,0,0,0,100,100,2eb6d169688e,e531069fb1f2,100:6,reservoir;n=1500;seed=1
12,2513,0x001A,IN,6,6,6,0,3,2,1,0,0,0,100,100,30430a5d3899,d7b7fc65329f,2:1|14:1|100:4,reservoir;n=1500;seed=1
12,2513,0x001C,IN,65951,1500,1500,0,26,0,1474,0,0,45,100,100,0357b5c4fd5f,d7b7fc65329f,51:1|58:1|81:2|85:1|94:66|95:3|100:1426,reservoir;n=1500;seed=1
2507,2513,0x001C,IN,65951,1500,1500,0,1409,14,77,0,0,0,100,100,c7b0101dd29c,e531069fb1f2,89:14|97:1|100:1485,reservoir;n=1500;seed=1
12,2513,0x001D,IN,3,3,3,0,3,0,0,0,0,0,100,100,73b8429f6c4a,d7b7fc65329f,100:3,reservoir;n=1500;seed=1
12,2513,0x001F,IN,3,3,3,0,0,3,0,0,0,0,62,62,e9ab09106d52,d7b7fc65329f,62:3,reservoir;n=1500;seed=1
12,2513,0x0020,OUT,36,36,36,0,27,9,0,0,0,0,100,100,6d8b0777422d,d7b7fc65329f,98:9|100:27,reservoir;n=1500;seed=1
2507,2513,0x0020,OUT,36,36,36,0,18,18,0,0,0,0,89,100,9259122a6ee0,e531069fb1f2,11:9|89:9|100:18,reservoir;n=1500;seed=1
2512,2513,0x0020,OUT,36,36,36,0,27,9,0,0,0,0,100,100,6d8b0777422d,6cdba8ccbaff,98:9|100:27,reservoir;n=1500;seed=1
12,2513,0x0021,IN,243,243,243,0,2,237,4,0,0,0,0,20,4a34cc581cd5,d7b7fc65329f,0:143|17:45|20:49|98:2|100:4,reservoir;n=1500;seed=1
2511,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,1b1236b38a15,e531069fb1f2,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
2525,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,cfbd884737a3,e531069fb1f2,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
2529,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,cfbd884737a3,e531069fb1f2,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
2546,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,cfbd884737a3,750b3e3c91cc,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
2549,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,cfbd884737a3,750b3e3c91cc,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
2550,2513,0x0021,IN,243,243,243,0,3,240,0,0,0,0,0,20,cfbd884737a3,750b3e3c91cc,0:143|7:5|8:2|17:45|20:45|100:3,reservoir;n=1500;seed=1
12,2513,0x0023,IN,593,593,593,0,9,0,584,0,0,0,100,100,c5e823fa4439,d7b7fc65329f,100:593,reservoir;n=1500;seed=1
2486,2513,0x0023,IN,593,593,593,0,6,587,0,0,0,0,17,17,ebb2ab2949d5,e531069fb1f2,6:3|17:581|20:3|100:6,reservoir;n=1500;seed=1
2502,2513,0x0023,IN,593,593,593,0,6,587,0,0,0,0,11,11,89c9b48525c2,e531069fb1f2,4:3|11:581|20:3|100:6,reservoir;n=1500;seed=1
12,2513,0x0024,IN,2079,1500,1500,0,1500,0,0,0,0,0,100,100,6954142e10b2,d7b7fc65329f,100:1500,reservoir;n=1500;seed=1
2502,2513,0x0024,IN,2079,1500,1500,0,1500,0,0,0,0,0,100,100,a88fbaa9b811,e531069fb1f2,100:1500,reservoir;n=1500;seed=1
2507,2513,0x0024,IN,2079,1500,1500,0,1500,0,0,0,0,0,100,100,a88fbaa9b811,e531069fb1f2,100:1500,reservoir;n=1500;seed=1
12,2513,0x002E,IN,950,950,950,0,0,950,0,0,0,0,26,26,eaec41421ddf,d7b7fc65329f,2:26|10:291|26:609|42:24,reservoir;n=1500;seed=1
2521,2513,0x002E,IN,950,950,950,0,26,633,291,0,0,0,19,100,7b2a027d574a,e531069fb1f2,19:609|32:24|100:317,reservoir;n=1500;seed=1
2528,2513,0x002E,IN,950,950,950,0,659,291,0,0,0,0,100,100,76f3b6c66124,c7184ede6835,8:291|100:659,reservoir;n=1500;seed=1
12,2513,0x002F,IN,123,123,123,0,0,0,123,0,0,0,100,100,76f3b6c66124,d7b7fc65329f,100:123,reservoir;n=1500;seed=1
12,2513,0x0033,IN,40,40,40,0,0,40,0,0,0,0,33,33,22044483be09,d7b7fc65329f,33:40,reservoir;n=1500;seed=1
12,2513,0x0034,IN,21,21,21,0,0,0,21,0,0,0,80,80,7a04c6c116f4,d7b7fc65329f,80:21,reservoir;n=1500;seed=1
12,2513,0x0034,OUT,16,16,16,0,16,0,0,0,0,0,100,100,415ab669796a,d7b7fc65329f,100:16,reservoir;n=1500;seed=1
