source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling,over_sigs
12,2490,0x0001,IN,1,1,1,0,1,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0001,OUT,1,1,1,0,1,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0004,IN,1,1,1,0,1,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0004,OUT,1,1,1,0,1,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0005,IN,2,2,2,0,2,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:2,reservoir;n=1500;seed=1,-
12,2490,0x0006,IN,14,14,14,0,14,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:14,reservoir;n=1500;seed=1,-
2486,2490,0x0006,IN,14,14,14,0,14,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:14,reservoir;n=1500;seed=1,-
2486,2490,0x0006,OUT,14,14,14,0,14,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:14,reservoir;n=1500;seed=1,-
12,2490,0x000B,OUT,61,61,61,0,61,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:61,reservoir;n=1500;seed=1,-
12,2490,0x000C,OUT,1,1,1,0,1,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x000D,IN,1,1,1,0,1,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
-,2490,0x000E,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2490,0x000F,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2490,0x0010,IN,1,1,1,0,1,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
-,2490,0x0010,OUT,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2490,0x0011,IN,122,122,122,0,62,60,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:60|100:62,reservoir;n=1500;seed=1,-
12,2490,0x0012,OUT,107,107,107,0,0,0,107,0,0,0,100,100,00eac5549f4f,d7b7fc65329f,100:107,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:105|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:2
12,2490,0x0013,IN,1,1,1,0,1,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0014,IN,1,1,1,0,1,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0015,IN,1,1,1,0,0,0,1,0,0,0,100,100,3bbd77e4fb7a,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:1
2507,2490,0x0015,IN,1,1,1,0,1,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0016,IN,1,1,1,0,1,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
2546,2490,0x0016,IN,1,1,1,0,1,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:1,reservoir;n=1500;seed=1,-
2549,2490,0x0016,IN,1,1,1,0,1,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:1,reservoir;n=1500;seed=1,-
2550,2490,0x0016,IN,1,1,1,0,1,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:1,reservoir;n=1500;seed=1,-
12,2490,0x0017,IN,1,1,1,0,0,0,1,0,0,0,18,18,1d52865cb228,d7b7fc65329f,18:1,reservoir;n=1500;seed=1,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:1
2500,2490,0x0017,IN,1,1,1,0,0,1,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:1,reservoir;n=1500;seed=1,-
