source_build,target_build,opcode,direction,seen,executed,ran,no_script,ok_exact,under_read,over_read,threw,compile_error,negative_length,consumed_p50,consumed_p90,script_sha,env_sha,consumed_hist,sampling,over_sigs
12,2532,0x0001,IN,3,3,3,0,3,0,0,0,0,0,100,100,7f8c78029510,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0001,OUT,3,3,3,0,3,0,0,0,0,0,100,100,c024851cf5a7,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0004,IN,3,3,3,0,3,0,0,0,0,0,100,100,8ceb5dea67ee,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0004,OUT,3,3,3,0,3,0,0,0,0,0,100,100,6f95cf27934c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0005,IN,6,6,6,0,6,0,0,0,0,0,100,100,904ae535cf82,d7b7fc65329f,100:6,reservoir;n=1500;seed=1,-
12,2532,0x0006,IN,73,73,73,0,73,0,0,0,0,0,100,100,1259343bcd4e,d7b7fc65329f,100:73,reservoir;n=1500;seed=1,-
2486,2532,0x0006,IN,73,73,73,0,73,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:73,reservoir;n=1500;seed=1,-
2486,2532,0x0006,OUT,73,73,73,0,73,0,0,0,0,0,100,100,2f67488080ad,e531069fb1f2,100:73,reservoir;n=1500;seed=1,-
12,2532,0x000B,OUT,359,359,359,0,359,0,0,0,0,0,100,100,0bfa8a381791,d7b7fc65329f,100:359,reservoir;n=1500;seed=1,-
12,2532,0x000C,OUT,3,3,3,0,3,0,0,0,0,0,100,100,03af1cb1cb9c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x000D,IN,3,3,3,0,3,0,0,0,0,0,100,100,b3dc9594248c,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
-,2532,0x000E,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
-,2532,0x000F,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2532,0x0010,IN,1,1,1,0,1,0,0,0,0,0,100,100,aa9463bb9345,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
-,2532,0x0010,OUT,3,3,0,3,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2532,0x0011,IN,719,719,719,0,363,356,0,0,0,0,100,100,ea7aa50be9ac,d7b7fc65329f,6:356|100:363,reservoir;n=1500;seed=1,-
-,2532,0x0011,OUT,16,16,0,16,0,0,0,0,0,0,0,0,-,-,-,reservoir;n=1500;seed=1,-
12,2532,0x0012,OUT,602,602,602,0,0,0,602,0,0,142,95,100,00eac5549f4f,d7b7fc65329f,74:1|85:118|87:3|95:409|100:71,reservoir;n=1500;seed=1,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:375|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:118|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:65|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:24|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:12|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:2|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:1
12,2532,0x0013,IN,3,3,3,0,3,0,0,0,0,0,100,100,ec8c9b43cd49,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0013,OUT,1,1,1,0,1,0,0,0,0,0,100,100,54d6960e211f,d7b7fc65329f,100:1,reservoir;n=1500;seed=1,-
12,2532,0x0014,IN,4,4,4,0,4,0,0,0,0,0,100,100,707e661c62cd,d7b7fc65329f,100:4,reservoir;n=1500;seed=1,-
12,2532,0x0015,IN,3,3,3,0,0,0,3,0,0,0,100,100,3bbd77e4fb7a,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:3
2507,2532,0x0015,IN,3,3,3,0,3,0,0,0,0,0,100,100,afce9e0e791b,e531069fb1f2,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,d7b7fc65329f,100:3,reservoir;n=1500;seed=1,-
2546,2532,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1,-
2549,2532,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1,-
2550,2532,0x0016,IN,3,3,3,0,3,0,0,0,0,0,100,100,bd0753bb66c6,750b3e3c91cc,100:3,reservoir;n=1500;seed=1,-
12,2532,0x0017,IN,6,6,6,0,0,0,6,0,0,0,100,100,773c805d2d0c,d7b7fc65329f,19:1|98:1|100:4,reservoir;n=1500;seed=1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:4|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Buffer:Field]:1|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:1
2500,2532,0x0017,IN,6,6,6,0,0,6,0,0,0,0,0,0,5f2e5359199a,e531069fb1f2,0:6,reservoir;n=1500;seed=1,-
