source_build,target_build,opcode,direction,field_key,check,edge_value,home_value,severity
2529,2512,0x0075,IN,/SkillUseUid:Int64,dist_diverge,tvd=0.596,home_other=0.53,medium
2529,2512,0x0075,IN,/coord x:Int16,dist_diverge,tvd=0.875,home_other=0.12,high
2529,2512,0x0075,IN,/coord y:Int16,dist_diverge,tvd=0.955,home_other=0.04,high
2529,2512,0x0075,IN,/coord z:Int16,dist_diverge,tvd=0.999,home_other=0.00,high
12,2513,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2513,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.788,home_other=0.12,high
2502,2513,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.713,home_other=0.09,high
2507,2513,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.560,home_other=0.09,medium
12,2516,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2516,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.700,home_other=0.12,high
2507,2516,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.540,home_other=0.09,medium
2528,2516,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.707,home_other=0.00,high
2528,2516,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.703,home_other=0.00,high
2521,2516,0x0055,IN,/hp base:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/hp bonus:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/hp total:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/id:Int32,dist_diverge,tvd=0.897,home_other=0.00,high
2521,2516,0x0055,IN,coord/x:Single,dist_diverge,tvd=0.512,home_other=0.44,medium
2521,2516,0x0055,IN,coord/y:Single,dist_diverge,tvd=0.641,home_other=0.30,high
2521,2516,0x0055,IN,coord/z:Single,dist_diverge,tvd=0.669,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.779,home_other=0.20,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.807,home_other=0.18,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.854,home_other=0.00,high
12,2517,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.694,home_other=0.12,high
2507,2517,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.679,home_other=0.09,high
12,2518,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.991,home_other=0.12,high
2502,2518,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.733,home_other=0.09,high
2507,2518,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.664,home_other=0.09,high
2521,2518,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.654,home_other=0.32,high
2527,2518,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.796,home_other=0.20,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.821,home_other=0.18,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.688,home_other=0.00,high
2527,2518,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.834,home_other=0.00,high
12,2520,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2520,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.770,home_other=0.12,high
2507,2520,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.516,home_other=0.09,medium
2528,2520,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.650,home_other=0.00,high
2528,2520,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.646,home_other=0.00,high
2521,2520,0x0058,IN,/Look direction:Int16,dist_diverge,tvd=0.821,home_other=0.50,high
2521,2520,0x0058,IN,/ObjectID:Int32,dist_diverge,tvd=0.762,home_other=0.56,high
2521,2520,0x0058,IN,Coord/x:Int16,dist_diverge,tvd=0.793,home_other=0.43,high
2521,2520,0x0058,IN,Coord/y:Int16,dist_diverge,tvd=0.738,home_other=0.59,high
2521,2520,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.866,home_other=0.32,high
2521,2520,0x0058,IN,Velocity/x:Int16,dist_diverge,tvd=0.511,home_other=0.36,medium
2527,2520,0x0058,IN,NpcControl #/BufferSize:Int16,dist_diverge,tvd=0.562,home_other=0.00,medium
2527,2520,0x0058,IN,NpcControl #/Counter (per action):Int16,dist_diverge,tvd=0.579,home_other=0.73,medium
2527,2520,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2520,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.835,home_other=0.20,high
2527,2520,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.860,home_other=0.18,high
2527,2520,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.974,home_other=0.00,high
2527,2520,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.601,home_other=0.00,high
2527,2520,0x0058,IN,NpcControl #/SequenceId:Int16,dist_diverge,tvd=0.578,home_other=0.00,medium
