source_build,target_build,opcode,direction,field_key,kind,n,min,max,mean,values
12,2492,0x0001,IN,/Block Initializing Vector (IV):Field,blob,5,4,4,4.000,-
12,2492,0x0001,IN,/Local Initializing Vector (IV):Field,blob,5,4,4,4.000,-
12,2492,0x0001,IN,/MapleStory# Version:Field,blob,5,4,4,4.000,-
12,2492,0x0001,IN,/Opcode:Int16,num,5,1,1,1.000,1:5
12,2492,0x0001,IN,/Packet Length:Field,blob,5,4,4,4.000,-
12,2492,0x0001,IN,/Patch Type:Byte,num,5,2,2,2.000,2:5
12,2492,0x0001,IN,/Raw Sequence:Int16,num,5,-13181,28151,6877.400,-13181:1|-4081:1|1442:1|22056:1|28151:1
12,2492,0x0001,IN,/Remote Initializing Vector (IV):Field,blob,5,4,4,4.000,-
12,2492,0x0001,OUT,/Locale?:Int16,num,5,0,0,0.000,0:5
12,2492,0x0001,OUT,/Unknown:Int16,num,5,70,70,70.000,70:5
12,2492,0x0001,OUT,/Version:Int32,num,5,2492,2492,2492.000,2492:5
12,2492,0x0004,OUT,/AccountId:Int64,num,5,113551,2.600852081586108E+18,2080432648132030464.000,2600437053024643724:3|113551:1|2600852081586107936:1
12,2492,0x0004,OUT,/MachineId:Field,blob,5,16,16,16.000,-
12,2492,0x0004,OUT,/TokenA:Int32,num,5,34671504,417002168,205448630.000,203767796:1|302140566:1|34671504:1|417002168:1|69661116:1
12,2492,0x0004,OUT,/TokenB:Int32,num,5,4753020,315579474,149804620.600,116223488:1|234943776:1|315579474:1|4753020:1|77523345:1
12,2492,0x0005,IN,/Key:Int32,num,8,153003,689210,303614.000,206766:4|153003:1|206699:1|552936:1|689210:1
12,2492,0x0005,IN,/Unknown:Int32,num,8,1,1,1.000,1:8
12,2492,0x0005,IN,/function:Byte,num,8,0,0,0.000,0:8
12,2492,0x0005,IN,SomeKey/SomeKey:Field,blob,8,34,36,35.250,-
12,2492,0x0005,IN,SomeKey/size:Int16,num,8,34,36,35.250,35:4|36:3|34:1
12,2492,0x0006,IN,/unknown:Int32,num,65,9,5745,1365.154,158:2|1017:1|1032:1|104:1|1046:1|1060:1|1076:1|1090:1|1103:1|1118:1|1139:1|1152:1|117:1|130:1|145:1|147:1|1506:1|16:1|1639:1|170:1|172:1|182:1|194:1|199:1|204:1|211:1|2136:1|216:1|222:1|228:1|232:1|241:1|242:1|25:1|257:1|2600:1|2788:1|31:1|3153:1|3414:1|3565:1|40:1|4100:1|4459:1|4479:1|4495:1|450:1|4517:1|5009:1|5027:1|5238:1|544:1|56:1|57:1|5722:1|5745:1|584:1|640:1|73:1|801:1|875:1|89:1|9:1|91:1
2486,2492,0x0006,IN,/ping:Int32,num,65,9,5745,1365.154,158:2|1017:1|1032:1|104:1|1046:1|1060:1|1076:1|1090:1|1103:1|1118:1|1139:1|1152:1|117:1|130:1|145:1|147:1|1506:1|16:1|1639:1|170:1|172:1|182:1|194:1|199:1|204:1|211:1|2136:1|216:1|222:1|228:1|232:1|241:1|242:1|25:1|257:1|2600:1|2788:1|31:1|3153:1|3414:1|3565:1|40:1|4100:1|4459:1|4479:1|4495:1|450:1|4517:1|5009:1|5027:1|5238:1|544:1|56:1|57:1|5722:1|5745:1|584:1|640:1|73:1|801:1|875:1|89:1|9:1|91:1
2486,2492,0x0006,OUT,/ping:Int32,num,65,416,5989,2242.492,1003:1|1030:1|1057:1|1081:1|1106:1|1127:1|1132:1|1150:1|1158:1|1350:1|1767:1|1947:1|2208:1|2283:1|2475:1|2620:1|2731:1|2793:1|2848:1|3087:1|3211:1|3297:1|3298:1|3456:1|3649:1|3838:1|3962:1|416:1|4168:1|4231:1|4506:1|453:1|4531:1|466:1|4767:1|482:1|4879:1|495:1|5000:1|504:1|506:1|513:1|5208:1|5259:1|530:1|548:1|5485:1|5583:1|5711:1|5989:1|599:1|646:1|699:1|723:1|754:1|791:1|814:1|816:1|847:1|872:1|874:1|904:1|947:1|975:1|~other:1
12,2492,0x000B,OUT,/Sequence:Int32,num,336,2,1790,383.964,~other:237|29:2|30:2|31:2|32:2|33:2|34:2|35:2|36:2|37:2|38:2|39:2|40:2|41:2|42:2|43:2|44:2|45:2|46:2|47:2|48:2|49:2|50:2|51:2|52:2|53:2|54:2|55:2|56:2|57:2|58:2|59:2|60:2|61:2|62:2|63:2|64:1|65:1|66:1|67:1|68:1|69:1|70:1|71:1|72:1|73:1|74:1|75:1|76:1|77:1|78:1|79:1|80:1|81:1|82:1|83:1|84:1|85:1|86:1|87:1|88:1|89:1|90:1|91:1|92:1
12,2492,0x000C,OUT,/ClientTicks:Int32,num,5,53133,2578473,814815.400,2578473:1|349460:1|442687:1|53133:1|650324:1
12,2492,0x000C,OUT,/ServerTicks:Int32,num,5,597604640,1664329740,1362887053.600,1224715942:1|1663732541:1|1664052405:1|1664329740:1|597604640:1
12,2492,0x000D,IN,/message:Byte,num,5,0,0,0.000,0:5
12,2492,0x0011,IN,/ServerTick:Int32,num,341,358988716,1664524060,1266994365.630,~other:277|358988716:1|358989912:1|358991129:1|358992417:1|358993647:1|358994847:1|358996149:1|358997362:1|358998584:1|358999778:1|359000971:1|359002169:1|359003387:1|359004651:1|359005991:1|359007208:1|359008539:1|359009717:1|359010929:1|359012136:1|359013332:1|359014536:1|359015749:1|359016952:1|359018165:1|359019363:1|359020576:1|359021778:1|359023082:1|359024349:1|359025675:1|359027032:1|359028210:1|359029421:1|359030773:1|359032071:1|359033326:1|359034533:1|359035755:1|359037123:1|359038359:1|359039569:1|359040772:1|359041986:1|359043328:1|359044582:1|359045799:1|359046994:1|359048455:1|359049614:1|359050830:1|359052028:1|359053224:1|359054437:1|359055641:1|359056843:1|359058060:1|359059260:1|359060469:1|359061672:1|359062875:1|359064082:1|359065285:1|359066500:1
12,2492,0x0011,IN,/TimeOffset:Int32,num,341,-32400,-32400,-32400.000,-32400:341
12,2492,0x0011,IN,/Timestamp:Int64,num,346,1612147931,1613453477,1613057327.936,~other:282|1612147931:1|1612147933:1|1612147934:1|1612147935:1|1612147936:1|1612147938:1|1612147939:1|1612147940:1|1612147941:1|1612147943:1|1612147944:1|1612147945:1|1612147946:1|1612147947:1|1612147949:1|1612147950:1|1612147951:1|1612147952:1|1612147954:1|1612147955:1|1612147956:1|1612147957:1|1612147959:1|1612147960:1|1612147961:1|1612147962:1|1612147963:1|1612147965:1|1612147966:1|1612147967:1|1612147968:1|1612147970:1|1612147971:1|1612147972:1|1612147974:1|1612147975:1|1612147976:1|1612147977:1|1612147979:1|1612147980:1|1612147981:1|1612147982:1|1612147984:1|1612147985:1|1612147986:1|1612147987:1|1612147989:1|1612147990:1|1612147991:1|1612147992:1|1612147994:1|1612147995:1|1612147996:1|1612147997:1|1612147998:1|1612148000:1|1612148001:1|1612148002:1|1612148003:1|1612148004:1|1612148006:1|1612148007:1|1612148008:1|1612148009:1
12,2492,0x0011,IN,/Timezone:Byte,num,341,0,0,0.000,0:341
12,2492,0x0011,IN,/function:Byte,num,677,0,3,1.007,0:336|2:331|1:5|3:5
12,2492,0x0011,IN,/key:Int32,num,336,2,1790,384.548,~other:238|29:2|30:2|31:2|32:2|33:2|34:2|35:2|36:2|37:2|38:2|39:2|40:2|41:2|42:2|43:2|44:2|45:2|46:2|47:2|48:2|49:2|50:2|51:2|52:2|53:2|54:2|55:2|56:2|57:2|58:2|59:2|60:2|61:2|62:2|63:1|64:1|65:1|66:1|67:1|68:1|69:1|70:1|71:1|72:1|73:1|74:1|75:1|76:1|77:1|78:1|79:1|80:1|81:1|82:1|83:1|84:1|85:1|86:1|87:1|88:1|89:1|90:1|91:1|92:1
12,2492,0x0012,OUT,/ClientTicks:Int32,num,1500,60526,2618974,579016.948,~other:1436|104619:1|109684:1|110681:1|114580:1|118843:1|124690:1|132905:1|133836:1|355277:1|357277:1|358079:1|359497:1|360444:1|367232:1|454219:1|455817:1|455935:1|456087:1|456407:1|459290:1|459352:1|461224:1|473827:1|664509:1|666509:1|670811:1|670859:1|672893:1|673062:1|673359:1|674226:1|674709:1|677359:1|679695:1|682410:1|726478:1|728913:1|729162:1|729878:1|730164:1|730178:1|730565:1|730646:1|734099:1|746980:1|749830:1|750097:1|752447:1|752825:1|757081:1|757781:1|759549:1|760131:1|760181:1|763514:1|764164:1|801532:1|819536:1|823133:1|823667:1|825403:1|828417:1|87230:1|92296:1
12,2492,0x0012,OUT,/Function:Byte,num,1500,0,2,0.827,0:880|2:620
12,2492,0x0012,OUT,/ServerTick:Int32,num,1500,358997102,1664523229,1460824481.402,~other:1436|1664058439:1|1664060443:1|1664061245:1|1664062516:1|1664063487:1|1664070378:1|1664343875:1|1664345865:1|1664350177:1|1664350225:1|1664352269:1|1664352438:1|1664352735:1|1664353595:1|1664354078:1|1664356724:1|1664359051:1|1664361767:1|1664405844:1|1664408278:1|1664408524:1|1664409240:1|1664409526:1|1664409540:1|1664409929:1|1664410010:1|1664413730:1|1664426594:1|1664429185:1|1664429452:1|1664431808:1|1664432186:1|1664436437:1|1664437137:1|1664438909:1|1664439491:1|1664439541:1|1664442891:1|1664443684:1|1664480890:1|1664499164:1|1664502492:1|1664503026:1|1664504770:1|1664507775:1|358997102:1|359002172:1|359014481:1|359019566:1|359020563:1|359024650:1|359028710:1|359034752:1|359042807:1|359043814:1|597616196:1|597617788:1|597617906:1|597618058:1|597618378:1|597621245:1|597621307:1|597623199:1|597635795:1
12,2492,0x0012,OUT,/segments:Byte,num,1500,1,2,1.005,1:1492|2:8
12,2492,0x0012,OUT,Segment #/ClientTicks:Int32,num,1500,358996786,1664522913,1460824451.996,~other:1436|1664058124:1|1664060428:1|1664061227:1|1664062496:1|1664063471:1|1664069874:1|1664343858:1|1664345848:1|1664350158:1|1664350208:1|1664352252:1|1664352419:1|1664352718:1|1664353578:1|1664354061:1|1664356710:1|1664359032:1|1664361750:1|1664405828:1|1664408260:1|1664408507:1|1664409224:1|1664409507:1|1664409526:1|1664409907:1|1664409995:1|1664413710:1|1664426580:1|1664429170:1|1664429435:1|1664431792:1|1664432173:1|1664436422:1|1664437121:1|1664438890:1|1664439474:1|1664439524:1|1664442874:1|1664443668:1|1664480873:1|1664499145:1|1664502478:1|1664503013:1|1664504751:1|1664507759:1|358996786:1|359001839:1|359014181:1|359019232:1|359020248:1|359024350:1|359028393:1|359034443:1|359042508:1|359043514:1|597616188:1|597617779:1|597617895:1|597618050:1|597618368:1|597621237:1|597621298:1|597623155:1|597635788:1
12,2492,0x0012,OUT,Segment #/ServerTick:Int32,num,8,-2030009317,436207873,-757065946.875,-1174404863:1|-1728041208:1|-1811939071:1|-2030009317:1|-385875711:1|251658497:1|385876225:1|436207873:1
12,2492,0x0012,OUT,Segment #/StateSync/Animation#:Byte,num,1508,0,14,9.964,14:305|12:295|10:201|8:138|4:135|9:126|6:120|13:101|5:79|0:8
12,2492,0x0012,OUT,Segment #/StateSync/CoordS / #:Int16,num,1506,0,32767,50.243,16:1002|8:147|17:93|9:69|15:25|316:21|300:20|7:13|14:11|18:11|100:10|13:7|10:5|11:5|116:5|20:5|12:4|19:4|23:3|21:2|22:2|250:2|283:2|301:2|317:2|44:2|0:1|101:1|107:1|108:1|113:1|115:1|148:1|150:1|168:1|185:1|196:1|200:1|265:1|282:1|302:1|305:1|306:1|313:1|315:1|318:1|32:1|32767:1|398:1|43:1|45:1|479:1|65:1|69:1|80:1|87:1|97:1|98:1
